,pos,neg,total
Boutique 444 Venice Beach,0.4275871241261783,0.020075811855947742,0.29813800275647745
Charlie Chaplin Historic Hollywood Home,0.3615873015873016,-0.037789882531261844,0.1299485347985348
Downtown LA Paradise Resort Suite,0.5016091954022988,-0.008333333333333331,0.3523577235772357
"The Ritz-Carlton, Marina del Rey",0.49866855335884336,0.10085912047574422,0.3100058443011341
Urban Two Level Bellagio Penthouse,0.5277777777777778,-0.11916666666666664,0.30275362318840576
Urban Downtown LA Elegant Suite Los Angeles,0.33185217560217556,0.05939814814814815,0.21203520714390278
Popular Downtown LA Spectacular Suite,0.4272222222222222,-0.21666666666666667,0.21259259259259258
Holiday Inn Express Hollywood Walk of Fame,0.41219020591131433,0.003636827796790658,0.25383704000698715
Urban Hollywood James Bond Suite,0.5247916666666667,0.014682539682539677,0.2462713675213675
Kings Home,0.35833333333333334,0.23000000000000004,0.30000000000000004
Sunset Tower Hotel,0.3786570387160009,0.06911630036630037,0.277267121120405
Urban Dtla Two Level Fashion Loft,0.3706862745098039,0.08636363636363638,0.25898809523809524
2 Bedroom Celebrity Loft,0.42172146863553106,0.09927350427350429,0.34953162586791314
Downtown L.A. Resort Comfort Life and 4Beds,0.42003099173553726,0.10962752525252527,0.3535159632034632
Popular Downtown LA Luxury Palazzo Resort Style Suite,0.3991111111111111,0.07997311827956992,0.1840398550724638
Urban Hollywood Blvd Grammys Suite,0.40776397515527946,0.09999999999999999,0.20258799171842648
Courtyard by Marriott Los Angeles L.A. LIVE,0.39059273095731417,-0.009091143676480213,0.21020249509957323
Hollywood 6 beds Vip Pool Suite,0.4324652777777778,-0.11498015873015872,0.18138888888888888
Popular Downtown LA Bellagio Resort Suite,0.31369047619047624,0.08612139917695474,0.23176560846560845
Urban Downtown LA Chanel Suite,0.22248682476943346,0.02226615646258504,0.11256175197351669
Charming and Lovely apt!,0.3551920122887864,-0.06363636363636363,0.2454988662131519
"Tilt Hotel Universal Hollywood, an Ascend Hotel Collection Member",0.3214038407215842,-0.006705233370846885,0.1770413177008849
AKA Beverly Hills,0.4494696969696969,0.20387477106227106,0.34566525646071106
Popular Downtown LA VIP Modern High Rise Suite,0.40410714285714283,0.0010044642857142839,0.1891190476190476
Popular DTLA Designer Suite With Massive Views,0.31463128306878296,0.05281481481481481,0.19562379749879755
Urban Hollywood Oscars Suite,0.6086666666666666,-0.27488095238095234,0.09326388888888892
Dodger Stadium Chinatown Apartment,0.3606060606060606,0.003703703703703709,0.2
Millennium Biltmore Los Angeles,0.4180287615106909,-0.00025793224141845033,0.21438239055999792
Urban Hollywood Universal Studios Suite,0.3667687074829931,0.06015348288075559,0.2717611730992012
Global Luxury Suites at Wilshire,0.6529629629629629,0.3720833333333334,0.5207843137254903
"H Hotel Los Angeles, Curio Collection By Hilton",0.42019704177914596,0.0334750889124883,0.27744338603400404
Urban DTLA Corporate Executive Suite,0.28055555555555556,0.14829545454545456,0.23455204216073786
Popular Downtown LA Parlor Resort Style Suite,0.59375,0.023587301587301584,0.1618085618085618
Venice Style Studio Venice Beach,0.5114130434782609,0.09027777777777775,0.39296875000000003
JW Marriott Los Angeles L.A. LIVE,0.43541160529182077,0.03534716061436163,0.2472577631443417
Hollywood Blvd Exclusive Apartment,0.4339662698412699,-0.006398809523809529,0.16297237484737484
Urban Downtown LA Modern Suite,0.2983333333333334,-0.08409090909090908,0.16263440860215053
Glendon Apartments,0.4086638504864313,-0.029157545103140958,0.1663270623068896
"SLS Hotel, a Luxury Collection Hotel, Beverly Hills",0.43938920856371316,-0.01633169034536223,0.19486875765531098
Beverly Hills Marriott,0.40510114683703374,-0.026502631119279838,0.1962892040304555
Los Comfy Apartment,0.3343053915781189,0.18523809523809526,0.3082186147186148
LA Luxury Suite at The Grove | 2BR&2BT | Pool | Free Parking,0.3964444444444445,0.0,0.3964444444444445
Downtown LA Luxe Staples Center Suite,0.3805833333333334,0.02308974358974359,0.22737179487179487
"WeHo Palace, 2 Bedroom 2 Full Bath",0.41559884559884563,0.018194444444444444,0.25663708513708516
Chic 2 Bedroom/2 Bathroom Suite at the Beach,0.3015686274509804,-0.09475,0.08734234234234235
Oceana Beach Club Hotel,0.4473243817543132,0.03036005788983889,0.25645336618344566
Popular Hollywood and The Grove Luxury Pavilion Resort Style Suite,0.36668408826945403,-7.88497217068666e-05,0.1273557304277643
Urban Dtla Paradise Suite,0.301474358974359,-0.041666666666666664,0.1931140350877193
"Prime West Hollywood, Gorgeous & Renovated 2 Bed 2 Bath",0.5069444444444444,0.15357142857142855,0.3166666666666667
Live like a Hollywood Celebrity,0.35367003367003363,-0.03378378378378379,0.14887301587301585
Living The LA Dream 2 bed 2 bath,0.45196022727272733,-0.24652777777777776,0.26146349862258955
The Westin Bonaventure Hotel & Suites,0.41551834800107423,-0.010596650758567864,0.2043559124919498
Executive Lifestyle Apartment,0.4422266395735782,0.040495813710099415,0.3217073918145346
Kimpton Hotel Wilshire,0.45093869345096405,0.00025732153479405786,0.26330382978175376
Downtown LA Modern Staples Center Suite,0.48147435897435903,0.07213169642857142,0.19038624338624335
"Channel Road Inn, A Four Sisters Inn",0.4240774642940482,0.110513776447218,0.3183873282084627
Venice Beach Vacation Condos,0.41222141544334057,0.050570038126856315,0.2486567171831098
American Hotel,0.356704045102282,0.06946921894243333,0.26251359963540666
Hilton Garden Inn Los Angeles / Hollywood,0.4139717935522131,-0.016706320084722656,0.22182593987703225
Urban DTLA Two Level Staples Center Loft,0.7752777777777777,0.25625,0.5676666666666665
"Santa Monica Duplex, 3 Bed 2 Bath",0.5285714285714286,-0.013921130952380949,0.2070943562610229
Popular Downtown LA Venetian Resort Style Suite,0.3998051948051948,-0.09964143600507236,0.02606044392561249
Popular Downtown LA Splendid Suite,0.2549537583628493,0.06896464646464646,0.17524413897790525
Franklin Tower,0.3171064417762531,0.06593218747064901,0.2106303991901818
Downtown LA Serene Penthouse,0.410041176271645,0.04412869268077604,0.1642790604270315
W Los Angeles – West Beverly Hills,0.4576437664314378,-0.01794141244306724,0.18534549210038403
Urban Hollywood Two Level Penthouse,0.5015277777777777,0.002312091503267986,0.20888409961685825
Selby Ave Guest House,0.4314974495887616,0.2653935185185185,0.42269097454248455
Starview Hollywood Vacation Home,0.31569444444444444,0.07881944444444444,0.22458867521367523
Urban Hollywood Celebrity Suite,0.3825324675324676,0.10789473684210525,0.2552613240418119
Hollywood Historic Hotel,0.361931325628105,0.0324463476047645,0.24066798227381805
Hilton Los Angeles Airport,0.3758050496930667,-0.033887741256451,0.14958392655243666
Hollywood Hotel - The Hotel of Hollywood Near Universal Studios,0.40316131649064085,-0.004926781971901023,0.21549827530488397
Renaissance Los Angeles Airport Hotel,0.40243105406952884,0.001674621120923924,0.2045323019986397
Popular Hollywood Blvd Superstar Suite,0.3811111111111111,-0.05864264767490575,0.04030194805194805
Hollywood Blvd Stars Suite,0.41567460317460303,-0.011464710884353742,0.06391281512605042
The Hotel Hollywood,0.38651978131060305,0.014466507837221582,0.24535411283073205
Popular Hollywood Blvd James Dean Suite,0.4998148148148149,-0.2255208333333333,0.2766346153846154
The Grove Luxe Apartment,0.36,-0.011772486772486771,0.06649540517961572
Four Points by Sheraton Los Angeles International Airport,0.3719033231109205,-0.021372692382836716,0.15914754911354947
Popular Hollywood Boulevard Of Stars 2BR/BA Suite,0.37046004842615005,0.011798654244306416,0.21333219954648525
Comfort Inn Santa Monica - West Los Angeles,0.39197406148831015,0.030931508481036755,0.2453131144116166
Downtown LA Convention Center Elite Apartment,0.322433155080214,-0.05045138888888887,0.10415927568366593
Modern Apartments in Downtown LA,0.2888226114970301,-0.10993534973798133,0.06520455083887922
Artist Home at Venice Beach - One Bedroom Oasis,0.48010416666666667,-0.12916666666666668,0.2607666666666667
Beverly Hills Celebrity Home,0.4447941626840705,0.07245886488143125,0.29308027967612027
Mondrian Los Angeles in West Hollywood,0.46059256828365724,0.00023834348810556093,0.21338645538340928
DoubleTree by Hilton Hotel Los Angeles - Westside,0.4107701238195703,-0.0027149246017190683,0.19307617583538594
DOWNTOWN L.A. SKY VIEW PENTHOUSE & 4 BEDS,0.3799019607843138,0.011458333333333329,0.2274425287356322
Hotel MDR Marina del Rey- a DoubleTree by Hilton,0.42771947549242656,0.012557590192458608,0.24487307207326045
Angel City Spacious Apartment,0.3597031122031122,0.07284564393939394,0.308706228956229
Hollywood 7 Bed Penthouse Superstar,0.4351946924603175,0.1592662397126683,0.2596038588936317
Doubletree by Hilton Los Angeles Downtown,0.40103735297486276,-0.0009305489480619744,0.21290708195114239
Hollywood Walk of Fame 5beds Studio,0.4109047619047619,0.12076719576719575,0.2442299898682878
Downtown LA 5Beds Spectacular Pool,0.6555555555555556,-0.17501915708812257,-0.11340277777777776
Studio City Warm Apartment,0.46654761904761904,0.08273809523809525,0.27464285714285713
Chic and Charming 1 bdr,0.41397545695045695,-0.034099942080711314,0.1855448613659398
Hollywood House Melrose Place,0.4690972222222222,0.0019607843137254897,0.1952586206896552
Downtown Los Angeles Luxury 3-bedroom Pool Suite,0.3674358974358975,-0.07916666666666668,0.1847348484848485
"The Standard, Hollywood",0.4226815568048214,-0.005803579250270443,0.21489476892804815
DOWNTOWN L.A. 36 Story Breath Taking View Penthouse,0.4886111111111113,0.10493722943722943,0.17365493958777534
Urban Downtown LA Sapphire Suite,0.6642857142857143,-0.044861111111111115,0.1187881562881563
Holiday Inn Express Los Angeles LAX Airport,0.392617583925879,-0.01936396965981188,0.2357736459725094
Hollywood Hills Suites,0.45200000000000007,-0.020822649572649548,0.2516985428051002
