name,Zip code,Number of reviewers,Overall score,Cleanliness,Comfort,Facilities,Staff,Value for money,Free WiFi,Location,good Fitness Center,Daily Housekeeping,Heating,Free Parking,Private Parking,Airport Shuttle (free),Spa,On-site Parking,Fitness Center,Room Service,Family Rooms,Parking,Airport Shuttle,Baggage Storage,Laundry,Free WiFi,Air Conditioning,Pet Friendly,Outdoor Pool,Indoor Pool,Elevator,Garden,Designated Smoking Area,Facilities for Disabled Guests,good Spa & Wellness Center,Bar,wonderful Fitness Center,Non-smoking Rooms,Terrace,Swimming Pool,very good Fitness Center,Restaurant,excellent Fitness Center,exceptional Fitness Center,24-Hour Front Desk,WiFi,BBQ Facilities,Dist
Moxy NYC Downtown,10038,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,(3.7 miles from center)
Stewart Hotel,10001,"3,787",7.8,7.6,7.6,7.4,8.1,7.1,8.3,8.9,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,(1.5 miles from center)
414 Hotel,10036,329,9.2,9.5,9,8.5,9.9,8.5,9.7,9.7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,(0.7 miles from center)
Prime West Village Vacation Apartment,10014,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(2.5 miles from center)
The Benjamin,10022,755,8.1,8.2,8.2,7.7,8.4,7.3,7.9,9,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,(1 miles from center)
Manhattan NYC,10031,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(3.7 miles from center)
Colonial House Inn,10011,474,8.2,8.6,7.5,7.6,8.9,7.7,8.1,9.1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,(1.9 miles from center)
Avalon Hotel,10016,961,8.4,8.6,8.4,7.9,8.6,7.7,8.4,9.1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.5 miles from center)
Apartment Manhattan Residence.6,10022,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(0.8 miles from center)
Apartment Manhattan Residence.5,10022,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(0.8 miles from center)
SoHo Garden Hotel,10013,"1,625",7.8,8,7.2,7.1,8.4,7.4,8,8.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,(3.1 miles from center)
Incentra Village Hotel,10014,176,7.8,7.8,7.5,7,8.2,7.3,8.9,9.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,(2.4 miles from center)
One Bedroom Apartment - Two Columbus Place,10019,9,7.5,7,7.2,7.5,7.5,6.7,9.2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"(1,150 feet from center)"
NYC Townhouse Apartment,10026,34,8.7,8.5,8.2,8.5,9.6,8.2,10,9,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(3 miles from center)
Off SoHo Suites Hotel,10002,503,7.9,7.8,7.5,7.3,8.3,8,8.1,8.7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,(3.1 miles from center)
Luxurious Two Bedroom Apartment in Doorman Building - Lincoln Center,10023,11,8.1,8.9,8.4,8.2,7.5,7.3,8.4,6,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(0.6 miles from center)
Comfort Inn Midtown West,10036,465,7.9,8,7.6,7.5,8.5,7.5,8,8.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(0.7 miles from center)
"Night Hotel Theater District, Times Square",10036,641,7.8,8,7.3,7.1,8.1,7,7.8,9.2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,(0.8 miles from center)
"Studio 2 min Walk to Times Square, 9th Ave and Central Park",10019,29,8.0,7.9,7.8,7.7,8.7,7.3,10,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(1,800 feet from center)"
The Ridge Hotel,10002,"1,413",7.9,8,7.3,7.3,8.7,7.6,7.4,8.7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,(3.1 miles from center)
Hampton Inn Seaport Financial District,10038,350,8.1,8.4,7.9,7.7,8.7,7.7,8.4,137,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,(3.7 miles from center)
Nap York,10018,173,8.3,8.6,7.8,7.8,8.5,7.7,8.1,9.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,(1.2 miles from center)
The GEM Hotel - Chelsea,10011,"1,976",7.7,7.7,6.9,7,8.5,7.2,8.1,8.8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,(1.9 miles from center)
Wyndham Garden Chinatown,10002,550,8.0,8.6,8.1,7.8,8,7.5,8.3,8.2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,(3.1 miles from center)
Apartments Lincoln Center,10023,42,8.2,8,7.9,7.5,8.3,7.8,7.7,9.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(1,950 feet from center)"
Courtyard by Marriott New York Manhattan / Soho,10014,195,8.6,8.8,8.6,8.2,9.1,7.9,8.9,9,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,(3.1 miles from center)
Newly Renovated Three Bedroom Lower East Side,10002,13,8.3,8.5,7.1,7.9,9.6,7.9,10,9.1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(3.1 miles from center)
Hotel St. James,10036,635,7.9,8,7.2,6.9,8.4,7.7,8.1,9.4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,(0.8 miles from center)
Spacious studio in an elevator concierge building,10017,9,8.3,7.8,7.5,7.8,8.9,8.1,10,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.4 miles from center)
"Marriott Vacation Club Pulse, New York City",10018,141,8.5,9,8.2,7.8,9.1,7.4,9,9.2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,(1.2 miles from center)
Highline West Village,10014,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(2.5 miles from center)
Times Square Studio,10019,41,8.3,7.7,7.9,8.2,8.6,8,8.3,9.2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(1,650 feet from center)"
Holiday Inn Lower East Side,10002,216,8.1,8.7,8.2,7.8,8.7,7.4,8.6,7.9,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,(3.1 miles from center)
The Marc Suites at Times Square,10019,18,8.7,8.3,8.8,9,8.1,8.8,10,9.5,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(1,650 feet from center)"
Hotel 31,10016,"2,124",8.1,8.7,7.4,7.3,8.2,7.9,7.5,9.1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,(1.6 miles from center)
East 7th Street III,10003,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(2.7 miles from center)
Hotel Newton,0025 ,"1,317",7.7,8.1,7.3,7,7.8,7.4,4.7,8.5,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,(1.8 miles from center)
Four Bedroom Apartment - NYC,10027,15,8.8,9.2,8.3,8.7,9.2,8.5,8.8,9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(3.1 miles from center)
The Modern @ Rockefeller,10036,14,8.0,7.9,7.5,8,7.5,7.3,9.7,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(0.7 miles from center)
Hotel Americano,10001,251,8.0,8.6,7.8,7.9,8.6,7.2,8.5,8.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,(1.7 miles from center)
"Beautiful Apartment in Midtown, Huge, Central and Bright",10022,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.1 miles from center)
Hotel Mela Times Square,10036,"1,762",7.8,8,7.5,7.1,8.1,7,6.7,9.3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,(0.8 miles from center)
Manhattan Apartment Times Square 41st,10036,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,(1 miles from center)
Be Local Chinatown,10038,45,8.5,8.8,7.8,8.3,9.1,8.5,8,8.3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(3.7 miles from center)
PermaGO Wall Street,10038,98,8.3,8,8.2,8.3,8.2,8,9.3,9.1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(3.7 miles from center)
Cassa NYC 70W45,10036,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,(0.8 miles from center)
W New York - Downtown,10006,362,8.0,8.1,8.2,7.7,8,7.4,4.6,8.5,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,(4.3 miles from center)
Amazing Times Square Apartment with City Views!!!,10018,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.1 miles from center)
Home Away From Home,10016,63,7.8,7.4,7.3,6.9,8.2,7.6,7.3,9.4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.6 miles from center)
Park Lane Hotel - A Central Park Hotel,10019,"6,930",7.6,7.4,7.6,7,7.6,6.8,7.7,9.3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,"(2,150 feet from center)"
Holiday Inn Express - Wall Street,10005,738,8.1,8.3,7.6,7.7,8.5,7.6,7.8,8.6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,(4.3 miles from center)
Park Central,10019,"5,597",7.9,8.1,8,7.4,7.5,7,8.3,9.1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,"(1,300 feet from center)"
Manhattan Studio in Hells Kitchen,10036,43,8.8,9,8.3,8.7,9.4,8.3,9.6,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(0.7 miles from center)
Manhattan Brownstone,10016,0,0,,,,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,(1.7 miles from center)
Inn New York City,10023,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,(0.8 miles from center)
NYC Penthouse,10019,0,0,,,,,,,,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(2,600 feet from center)"
Hell's Kitchen Two Bedroom Apt,10036,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(0.7 miles from center)
Anthem,10016,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(1.6 miles from center)
Elegant and Cozy 5☆ Studio on the Upper East Side!,10128,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.9 miles from center)
Lita's New York Apartments,10031,76,8.4,9.2,8.2,8.1,9,7.7,8.8,8.2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(4.3 miles from center)
Little Italy Grand,10013,37,8.2,8.4,7.8,8.1,8.9,7.6,10,8.6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(3.1 miles from center)
The Park Ave North,10035,556,7.7,8.4,7.8,7.5,8,7.7,7.9,6.8,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(3.1 miles from center)
Apartment Manhattan Residence.20,10022,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(0.8 miles from center)
Huge 2 Bed 2 Bath Apartment in Building with Elevator,10065,7,8.5,7.5,8.2,8.2,9.3,7.9,9.7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.2 miles from center)
Heart of The Village,10012,0,0,,,,,,,,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(2.9 miles from center)
Chelsea Inn,10011,"1,286",7.4,7.5,6.8,6.8,7.7,7.1,7.5,8.8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,(2.1 miles from center)
Upper East Side,10028,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(1.7 miles from center)
Spectacular Duplex 4 Bedroom 3 Bath Lincoln Center,10023,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(3,100 feet from center)"
New York Marriott East Side,10017,303,7.8,7.9,7.7,7.4,7.9,7,5.1,8.8,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,(1 miles from center)
Green Holidays Apartments,10001,275,7.4,7.4,6.8,6.8,7.4,6.9,7.6,8.9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.5 miles from center)
UWS furnished One bedroom,10025,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(2 miles from center)
Midtown West Properties,10019,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(1,500 feet from center)"
Apartment Close to Time Square,10019,39,8.4,8,8,7.8,8.6,8.1,9.7,9.6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(1,650 feet from center)"
PermaGO FiDi,10038,51,8.3,8.2,8.1,8.2,8.3,8,9.3,8.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,(3.7 miles from center)
Eclectic 2Bedroom Art Studio,10075,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.2 miles from center)
Domenico Vacca Luxury Residences,10019,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"(2,800 feet from center)"
Maison le Grange,10032,30,9.1,9.3,9.2,9.1,9.3,9,10,8.8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,(5 miles from center)
TS 2 Bed Luxury Corner,10036,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,(1 miles from center)
8 Bedroom Midtown Townhouse- Sleeps 16,10019,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(2,300 feet from center)"
Great Studio in Restaurant District - Sleeps 4,10021,0,0,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,(1.3 miles from center)
Luxury 2200ft² 4Bed in East Village,10003,0,0,,,,,,,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(2.5 miles from center)
AC New York Downtown by Marriott,10038,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,(4.3 miles from center)
"Sunny New York Apartment, with 2 Spacious Bedrooms",10075,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.6 miles from center)
Saint Nicholas Inn,10032,79,8.0,7.7,7.8,7.6,8.6,8.1,8.4,8,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(4.3 miles from center)
Times Square Luxury Suites Apt,10036,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1 miles from center)
Comfort Inn Times Square West,10034,528,8.0,7.7,7.6,7.5,8,7.7,8.5,9.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(0.8 miles from center)
Holiday Inn Wall Street,10038,629,7.9,8.1,7.8,7.4,8.4,7.4,8.7,8.5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,(4.3 miles from center)
"Times Sq, Broadway, Central Pk- Steps Away",10019,38,8.2,8.2,8,7.9,8.2,7.8,9.4,9.2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(1,650 feet from center)"
Primos Home Madison Square Garden,10001,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,(1.5 miles from center)
3/2 Central Park #4,10019,6,8.0,8.3,8.3,8.3,8.5,6.3,8.3,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(650 feet from center)
Holiday Inn Express Manhattan Midtown West,10036,243,7.7,8,7.5,7.5,8.1,7.1,8.4,7.9,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,(0.7 miles from center)
Renovated 3 Bedroom Loft Manhattan #44,10002,25,8.1,8.9,7.9,8.2,8.6,7.3,8.8,7.8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(3.7 miles from center)
Loft with Central Park View,10025,54,8.7,8.9,8.4,8.4,9.2,8.1,9.2,9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,(2.6 miles from center)
Studio Apartment - East 31st Street #30,10016,26,7.8,7.7,7.6,7,7.6,7.6,10,9.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.6 miles from center)
Times Square Apartment,10036,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.1 miles from center)
One Bedroom UN,10019,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(1.3 miles from center)
6 Columbus - A SIXTY Hotel,10019,286,7.6,7.8,7.1,7,7.8,6.6,7.5,9.1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,(500 feet from center)
Studio Plus - Cozy Apartments,10001,250,7.1,6.5,6.6,6.6,7.4,6.8,8.2,8.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.5 miles from center)
Seafarers International House,10003,"1,858",7.5,7.3,6.7,6.6,7.7,7.7,5.7,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,(2.4 miles from center)
Sunny Three Bedroom Apartment Lower East Side,10002,7,7.9,7.5,7.5,8.2,8.8,7.5,10,7.9,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(3.1 miles from center)
Hamilton Heights: Luxurious 2 Bedroom Home,10031,18,8.0,8.2,8.1,7.8,7.7,7.5,10,8.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(3.7 miles from center)
Da Vinci Hotel,10019,"1,097",7.6,7.7,7,6.8,7.8,7.2,7.7,9.1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,"(1,000 feet from center)"
TS 2 Bed Lux Highrise Suite,10036,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,(1 miles from center)
Parker New York,10019,611,7.7,7.9,7.6,7.3,8,6.5,7.6,8.9,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,"(1,800 feet from center)"
Modern Studio Apartment - Midtown East L,10017,5,7.8,7,8.5,8,6.5,7.5,9.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,(1.3 miles from center)
2 Beds 2 Baths in Midtown East,10022,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.2 miles from center)
Oakwood at 830 8th Ave,10019,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(2,450 feet from center)"
