,pos,neg,total
City Club Hotel,0.389642719452901,0.027190527624697695,0.25702051683368626
The Gallivant Times Square,0.3902928486898687,-0.025347462334838176,0.15366891527492946
Four Points by Sheraton Midtown - Times Square,0.3912595197728742,0.0035087292072706524,0.23763504236741664
Heart of Midtown,0.3708522727272727,0.15411507936507934,0.2752329227145404
Midtown Lodging,0.3943941057364348,0.046485894546461556,0.27756729848522144
Freehand New York,0.42754793909891886,0.028328039321789275,0.26606344580936186
"The Bernic Hotel New York City,Tapestry Collection by Hilton",0.3917054421592667,0.03890153598463738,0.26706826655080085
Hotel 32 32,0.3877788860129471,0.02740248960847488,0.2200863934265074
Sanctuary NYC Retreats,0.3864324726860447,0.06252837784307817,0.2846076871869354
"Hotel Shocard, New York",0.4052001349177789,-0.003762784292006591,0.2370574327634734
"Park South, a Joie de Vivre Hotel",0.41675200786967515,0.02109157241141685,0.2893949071237044
Four Points by Sheraton Manhattan Midtown West,0.3617350192257819,0.014476966806764462,0.2237846657777274
Dream Midtown,0.4008743145058143,0.0016440978465042488,0.21634827737908968
East Village Hotel,0.3983198819393873,0.009767486779606408,0.2298003332752675
Holiday Inn Express - Times Square,0.3934219907905763,-0.023034669272951194,0.2092372361991764
Distrikt Hotel New York City,0.39261105656437706,0.02383671340096693,0.2555441351980522
Hotel Wales,0.3728280071211226,0.0026723428274204003,0.22658795393056827
Hampton Inn Manhattan Grand Central,0.4130985419828761,0.027255771091884363,0.2981270664746322
Washington Jefferson at Times Square,0.3994298557897938,0.005500995725453312,0.1961612425740813
Four Points by Sheraton Manhattan Chelsea,0.39684737567436895,-0.0006235183141433041,0.24124508166528888
Fairfield Inn & Suites by Marriott New York Downtown Manhattan/World Trade Center Area,0.39793523841051043,0.03464838061798677,0.2720992212391973
Four Seasons Hotel New York Downtown,0.4902117436826739,0.04388231416901143,0.3405721105026661
Cassa Hotel 45th Street New York,0.4244328104253764,0.022464577435142238,0.2733335295103388
Times Square Lux Highrise,0.30000287780401425,-0.03387817772077032,0.10059577855763521
Viceroy Central Park New York,0.4184013894771382,-0.013900098840797763,0.2211711547546912
DoubleTree by Hilton NYC - Financial District,0.4015628264337847,-0.025899321852747355,0.18574049239095225
Days Inn by Wyndham Hotel New York City-Broadway,0.3230520926177789,-0.04326806705307663,0.10738939536608515
Sofitel New York,0.44303367153679607,0.02212939498163383,0.2803858213949614
Westgate New York City,0.3726147962053842,-0.039285603927842166,0.15820589402206578
The Mercer,0.4931163302405154,-0.052590640939571415,0.28576404248108783
Homewood Suites Midtown Manhattan Times Square South,0.42916531577179684,0.057898217374980195,0.3081572667393051
Fairfield Inn & Suites by Marriott New York Manhattan/Chelsea,0.4026141634676905,-0.009076910161875356,0.25093928028701545
Ameritania at Times Square,0.4019652577009468,0.023620182672077817,0.24806656416058062
Lotte New York Palace,0.4751929738568446,0.024281427427387092,0.2993450357316154
11 Howard,0.45199893611223635,-0.015145032483202132,0.23768493627570544
Times Square HighLine Two Bedroom,0.45556818181818187,0.0,0.45556818181818187
Midtown East Spacious Apartment,0.3808020050125312,-0.08429698773448772,0.15141666347418553
Four Points by Sheraton New York Downtown,0.39368849422598845,0.0004650741110597088,0.21364153659847304
Walker Hotel Greenwich Village,0.43115958090448864,-0.0029386304160875366,0.2500442532178489
The Kitano Hotel New York,0.35967277210989107,0.07081919069819069,0.26170384918877176
The Roger,0.4312186771541023,-0.001726684390751809,0.24443024646565387
Holiday Inn Manhattan Financial District,0.4047076345248247,-0.0018568651762939968,0.20866838102207522
The Frederick Hotel,0.3822865160938683,0.0014166794713046087,0.22315569738408544
John Street Apartment,0.5179166666666667,0.11666666666666665,0.34595238095238096
Best Western Bowery Hanbee Hotel,0.3916706933554327,0.006974671628751036,0.24709577880686964
AKA Sutton Place,0.4175075757575758,0.035177404295051354,0.2563257128546385
Loews Regency New York Hotel,0.449294677930095,-0.016980434567185343,0.26019352609858354
Courtyard by Marriott New York Downtown Manhattan/World Trade Center Area,0.40732712955792066,0.03665307046834203,0.25327597859419837
The Roxy Hotel Tribeca,0.4514793952419145,0.05278232235739219,0.31400324347856384
Hyatt Union Square New York,0.45134887246450234,-0.010949819777679965,0.2739119459077
Orchard Street Hotel,0.41837902423002143,0.01616906706929771,0.259735584520382
Club Quarters Hotel World Trade Center,0.3978931035382055,0.015741459383626134,0.26100613061014827
DoubleTree by Hilton Metropolitan New York City,0.39986572428774464,0.001648259394117136,0.19949345647698993
DoubleTree Suites by Hilton NYC - Times Square,0.4186025333343457,0.001963713080028316,0.2265078702639524
Seton Hotel,0.38513874459878245,0.03371354911089522,0.2655853791293083
IBEROSTAR 70 Park Avenue Hotel,0.3997049252033482,0.03368910678791289,0.258888928465474
Hotel Hugo,0.43316543063847257,0.03051264601811615,0.2498417644844357
Cassa Hotel Times Square,0.40984877935837816,0.01918972685105115,0.2458653920957975
The Whitby Hotel,0.47550119111032185,0.16013233573578403,0.3963645693875284
Courtyard New York Manhattan/Midtown East,0.40666752349882246,-0.026913433276350675,0.2387086930825019
"The Pierre, A Taj Hotel, New York",0.44237191539421306,0.06277870532986192,0.3172046963861297
Fifty Hotel & Suites by Affinia,0.3960935280795675,0.01749066469336588,0.23154617593229085
Hotel on Rivington,0.4438384580198044,0.038902999530885385,0.2744123495571842
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,0.3900483245303606,0.022330383590272836,0.2548354346027322
Holiday Inn Manhattan 6th Ave - Chelsea,0.3956130861071126,-0.038919116406499796,0.18414678265790663
Courtyard by Marriott New York Manhattan/Chelsea,0.39702808974339243,0.02938374277659568,0.26504548921281307
The Marcel at Gramercy,0.4090944257943859,0.03432409649970404,0.2449832493527505
Amsterdam Court Hotel,0.3778908061530858,-0.010348489479309718,0.16245827089025977
Night Hotel Times Square,0.39147225000618535,-0.027466916737940474,0.15452892084389377
Athenas Domus CS 6E,0.3499583333333333,0.0,0.3499583333333333
Studios Midtown Manhattan,0.43898640869042815,-0.01303272407493611,0.2338507559481115
Hampton Inn Manhattan - Times Square South,0.3977480065254816,-0.027348544388849788,0.23138506148255497
Hampton Inn Manhattan-35th Street/Empire State Building,0.4260384499200937,-0.004731196561383106,0.25872824650209153
Cachet Boutique Hotel NYC,0.40587558244496685,0.02919896689035174,0.21521579205745395
Cambria Hotel New York - Chelsea,0.40954497951096264,0.04483865527646127,0.30126140975982185
Solita Soho Hotel,0.4028097017726159,-0.020016395011914826,0.2437647235846391
Hilton Garden Inn New York Times Square South,0.40331747911572935,0.032060525702352585,0.26558681493027586
AKA United Nations,0.39621997755331073,0.023672839506172848,0.3350547138047137
The Gregory,0.41160860281342293,0.026057135890091315,0.23034530920211035
Broadway Plaza Hotel,0.41122838072521994,0.016364713850406633,0.25192445203485364
JW Marriott Essex House New York,0.4241386792862488,-0.006828774664647782,0.19302702238091118
EVEN Hotel New York Times Square South,0.40424208517373017,0.06485275359164712,0.31677723625725557
The London NYC,0.4078820514571724,-0.03234190898339818,0.20252901231622483
"The Lexington, Autograph Collection",0.4037295998449697,0.005004270482295311,0.22813306439851713
Sheraton Tribeca New York Hotel,0.3964989612508258,-0.0063482897202099915,0.22015419099379882
The Mark New York,0.4835720893689645,-0.0005494160893750999,0.3261465434570955
Beautiful apartment next to Central Park,0.303389319014319,-0.04665242165242166,0.14099882076686196
Hotel Marrakech,0.3347335703426836,-0.03253449671033972,0.14213733570232973
Aloft Manhattan Downtown - Financial District,0.3600154389432418,-0.0007970067982693788,0.20558388935465557
Sanctuary Hotel New York,0.43618457600672883,0.03851313492482406,0.26370582904832224
Midtown East Deluxe 2 Bedroom Apartment,0.30866666666666664,-0.06319762979337448,0.06592191758858428
InterContinental New York Barclay Hotel,0.44129533621125183,0.022042140926631648,0.2718373602137492
Big 3 BDR Apt Times Square 9th Ave,0.37921568627450986,-0.08832588707588708,0.04638948151660017
Hilton Times Square,0.4675619705516397,0.04029401814906127,0.2940697077386203
Oakwood at the Nash,0.3920293617400976,0.06063141540920231,0.271440392552374
Holiday Inn Express New York City Chelsea,0.40446064093109413,0.002636811220904336,0.22608018272883407
Hilton Garden Inn New York/Manhattan-Chelsea,0.40236407777072214,0.009840148370254197,0.24228301741657082
The Smyth,0.42651765726765717,0.040567354653893106,0.27326290052136093
Room Mate Grace Boutique Hotel,0.42202186126853536,0.013779119843967692,0.2670462745196286
Andaz Wall Street-a concept by Hyatt,0.3913599906024281,0.041290989934328295,0.24812494401659363
The James New York - NoMad,0.42953783636318627,0.012080525057074524,0.2278951621113976
DoubleTree by Hilton New York Times Square South,0.4110511315846054,-0.023878796150080015,0.17249581451891835
Hilton Garden Inn West 35th Street,0.4339554022894052,0.025663180301518734,0.28532778742276776
Four Points by Sheraton Manhattan SoHo Village,0.41464871498710576,0.002744506436898982,0.23272174329192777
Hilton New York Fashion District,0.4378697390265024,0.0005223652918606986,0.24809370070807651
Kimpton Ink48 Hotel,0.4546850102067605,0.06526308131589942,0.3179570681814453
Residence Inn by Marriott New York Downtown Manhattan/World Trade Center Area,0.4190457312184958,0.04821567393277126,0.2857004586437538
INNSIDE by Melià New York Nomad,0.40667407986533305,0.045423614085788704,0.2633146944561418
Conrad New York,0.4313008953773613,0.056085132764921525,0.30240438814890097
Kimpton Hotel Eventi,0.45435665996116825,0.03884427226707082,0.3123740949928842
Leon Hotel,0.391348402436083,0.027761106479773617,0.2643130353172228
The Iroquois New York,0.39864430497897474,0.008190729346696537,0.279774706850665
Dylan Hotel NYC,0.3728945017928325,-0.003697480442148691,0.19339017225437052
Bentley Hotel,0.3930509747970755,0.013179305296091431,0.1935028967690154
Hotel 48LEX New York,0.43459878005445557,0.03261990315561745,0.2561117835500542
Hilton Garden Inn Times Square,0.4063970540559926,0.03641779054886494,0.25229867801566025
Moderne Hotel,0.3859272300859468,0.02563140435502447,0.2600503210651987
Gramercy Park Hotel,0.4649699467802728,0.011689217565244766,0.27237074969258057
Crosby Street Hotel,0.4875967354811578,0.020982333849645367,0.37408455977569294
"Hampton Inn Manhattan-SoHo, NY",0.426191087956182,-0.014230262249310609,0.24230101078945665
The Kimpton Muse Hotel,0.4477635218820587,0.054182506902386914,0.3116843368734865
Hilton Garden Inn Times Square Central,0.4347396436517215,0.006413632761158712,0.22893360988813233
Hampton Inn Manhattan-Times Square North,0.4165122443470722,0.041492584074184526,0.27257024726345935
DoubleTree by Hilton - Chelsea,0.4194459646244781,-0.029135605688612145,0.21011010317454706
Mondrian Park Avenue,0.4262391587000959,0.030616163306518618,0.28609063070631735
Hilton Garden Inn New York Manhattan Midtown East,0.41649186181900655,0.00376701355699331,0.260496471851855
Hilton Garden Inn New York/Tribeca,0.40168940590741575,0.025916538593454864,0.26290924117016556
Hampton Inn Manhattan/Downtown- Financial District,0.38658276722339285,0.006999883586616218,0.23107081293870813
Crowne Plaza HY36 Midtown Manhattan,0.4138041874476531,0.05377377684756887,0.27871187538545344
Spacious Apartment in Prime Location,0.4147222222222222,0.018680555555555547,0.2062792397660819
Studio Plus - Midtown Spacious Apartment,0.45836060181648414,-0.008527836251050533,0.1678522403522403
Hampton Inn Times Square Central,0.44637898195735926,0.02109445582874406,0.2990638874070819
Residence Inn by Marriott New York Manhattan/ Midtown Eastside,0.4527952205656258,0.06406235579143085,0.3275285205176823
Hampton Inn Manhattan Chelsea,0.41245973056401025,0.0184959888901421,0.2786876099506702
The Gotham Hotel,0.40413689239104067,0.009832245643624305,0.20961810845133966
Tiffini,0.3427183398611968,0.09872124017957351,0.29371242269147074
East Village Apartments,0.43122185980172095,0.10743926141885324,0.3742744148738467
Hamilton Heights Lovely Apartments,0.20090623213264727,-0.01732678345959596,0.08153090736424072
Q&A Residential Hotel,0.39426839258465773,0.07598806203515891,0.29419775115063734
Home In The Heart Of East Village,0.43522727272727274,0.11130952380952382,0.26081002331002334
Today House - Times Square North,0.4959603174603175,0.10365384615384612,0.369797895902547
Your Home in Harlem,0.38980572175352,0.113185746352413,0.31014633821413057
Home NYC,0.38373367270589476,0.14452401926239136,0.34182695811769104
Private Room in Time Square,0.3762185436617256,0.0964021164021164,0.3244006867617979
Concorde Hotel New York,0.43608493540580145,0.08456430191124069,0.33821839539879306
Home Away From Home,0.40521949733114776,0.06298577640682904,0.22542851030178215
Park Lane Hotel - A Central Park Hotel,0.4072311910334419,0.0017701463540836227,0.1955718625655846
Hotel Stanford NYC,0.39389248416265593,0.002016463864926858,0.20917347379684026
Stylish 2BR Apartment in UWS,0.3575757575757576,-0.125,0.2833333333333333
Luxurious Two Bedroom Apartment in Doorman Building - Lincoln Center,0.3079513888888889,0.040800900488400495,0.1743761446886447
The Ludlow Hotel,0.4428947144336105,0.03400698375858196,0.30499632093421764
The Quin,0.43149930751311544,0.020176854734019402,0.28779982849844915
Hotel Beacon,0.3931890261532865,0.04775238224562684,0.2960512235184793
The Marlton Hotel,0.43578689792729747,0.041483578599976215,0.2872705002629716
The Pearl Hotel,0.4067063339307617,0.05855925488514043,0.3090408248867103
Luxury Suites in Murray Hill,0.5054922602649876,0.25696969696969696,0.443361619441165
Soho Grand Hotel,0.4723050771713772,0.02361245669214429,0.2810014661727388
Row NYC at Times Square,0.39036684299861835,-0.027781591740940626,0.1383312713692884
Murray Hill East Suites,0.4276137280798298,0.039522314420273624,0.3135928941318164
The Wagner Hotel,0.4698619579945798,0.07000428816466552,0.36848420548073313
Washington Square Hotel,0.4205419880205662,0.03340069212372509,0.29383559968195333
Carnegie Hotel,0.3918236249419999,0.05532391938588426,0.2934848227685274
The Modern @ Rockefeller,0.49375,0.04523809523809524,0.28444444444444444
W New York - Times Square,0.44321333570912386,-0.00701086252486033,0.20170373630704502
The Manhattan Club,0.38502724551075956,0.017930507009399955,0.23413655628115115
Three-Bedroom Apartment with Two Bathrooms - East 55th Street,0.3986090029373613,0.04196581196581197,0.2673912251270743
Huge 2 Bed 2 Bath Apartment in Building with Elevator,0.37080246913580245,0.09260665804783451,0.2157425088572629
Pod 39,0.3740779321696338,0.025974657924695617,0.23288059615221254
YOTEL New York Times Square,0.41302572588070835,0.027090491783022225,0.23372298643447526
The Knickerbocker,0.4420235435603731,0.024364391771335404,0.2852928287448107
Pod Times Square,0.3729876649217839,0.036231727237118115,0.24838179653818143
Travel Inn - Midtown Manhattan,0.37502993350473157,0.02439911903852683,0.22787167173326103
Park Central,0.41153911490834016,-0.004376530281908857,0.1921697689256291
Chelsea Savoy,0.29850993587789354,0.06152816255909037,0.20232904879871397
3 BEDROOM 1 BATHROOM TIMES SQUARE D,0.3747839506172839,0.06166666666666668,0.21968847352024917
Little Italy Grand,0.3049547898338221,0.01452020202020202,0.23960700757575756
Vanderbilt YMCA,0.3597271412916429,-0.01872840587786895,0.16584154884579813
Stewart Hotel,0.39962665274087006,-0.00397006462377969,0.2029715945423481
Bloc Away From Central Park Three-Bedroom Apartment with Private Balcony,0.3821127946127946,0.018369340976483836,0.09277141103845649
Excelsior Hotel,0.3708528989190693,0.03164913305456641,0.2503518534379356
Midtown Convention Center Hotel NYC,0.3493993937263366,-0.023440884749273264,0.15855892068926652
Central Two Bedroom Apartment In Times Square,0.34218280940243545,-0.04504106505603512,0.10617409759745527
Best Western Plus Hospitality House Suites,0.3968659391353292,0.03863296884589471,0.27013105476453225
SoHo Garden Hotel,0.3490077115962262,0.00036553683537547487,0.20261561891391502
Embassy Suites By Hilton New York Midtown Manhattan,0.5008900578006719,-0.07748437870172947,0.25390227987312636
Royalton Park Avenue,0.44342060680312345,0.017190713156714173,0.2612812167196919
Hilton Garden Inn New York/Midtown Park Avenue,0.41091698374844693,-0.0061812304752605265,0.2625117748215528
The Bowery Hotel,0.4384931690507212,0.03373106261277757,0.31262574452208397
Harlem Grand,0.5096014492753623,0.3271938775510205,0.4307833627278071
West Side YMCA,0.3336480479864247,-0.02283255891526489,0.15413904425066913
St Marks Hotel,0.3687213238677441,-0.02894088910192229,0.17301250263679108
Paramount Times Square,0.3660853524190226,-0.05389616839613641,0.10032135489792875
Chelsea Pines Inn,0.3941708715758552,0.03533151746096981,0.2712086936426784
"The Renwick Hotel New York City, Curio Collection by Hilton",0.39426387905361726,0.061191502885780014,0.2815516962694104
Premium Apartments-Time Square,0.3964285714285714,-0.12420033670033669,0.08239538239538238
The French Quarters,0.4152101573230499,0.08649654727571551,0.327732954483241
Renaissance New York Midtown Hotel,0.4415058979551366,0.05149399898466101,0.31297086115549644
The Skyline Hotel New York,0.3748460776627961,0.04534983451542733,0.23650118780049081
"NYC Charmer, Central Park/Lincoln Center",0.32427391943993505,0.4411111111111112,0.3552630154932787
TEN15NYC,0.37233214730474995,0.05967341329224042,0.24809861271312728
Little Italy Penthouse,0.35795454545454547,-0.17435897435897435,0.10165544332211
HI NYC Hostel,0.3865954115752036,0.029455304660102495,0.25429189000614966
Baccarat Hotel and Residences New York,0.47842463156699266,0.04350267225887062,0.3216934321036696
Pod 51,0.3746604253855822,0.012728639664607145,0.2235962700472776
Belnord Hotel,0.34249688319428356,-0.0004616406299929014,0.19753802081004188
CITY ROOMS NYC - Times Square,0.37139893864995877,0.03719040022333592,0.2319098223873504
Hudson River Hotel,0.3782736751230361,-0.049630647740301854,0.14435059411004975
Nice Apartment in the Heart of Upper East Side,0.39313975996902817,0.2069444444444445,0.3347807371536184
The Redbury New York,0.4285800567260121,0.025216465774707524,0.23340177906956722
Millennium Hilton New York Downtown,0.4566768993077391,0.011781647090075231,0.2595430782068373
Courtyard by Marriott New York Manhattan/Herald Square,0.4118116960323573,0.03144223962128098,0.2656056347302552
Sunny Three Bedroom Apartment Lower East Side,0.6479166666666667,-0.09166666666666666,0.4013888888888889
CITY ROOMS NYC - Soho,0.37305642373329995,0.018629912546262364,0.2402565004353355
Eurostars Wall Street,0.37831853754815975,0.0007484676307837044,0.20007026192800104
Refinery Hotel - New York,0.4586411807036804,0.06358651372212687,0.3231173709483583
Newly Renovated Three Bedroom Lower East Side,0.3334375,0.08181944444444444,0.23666132478632476
The Ridge Hotel,0.4028536614713737,0.0012531391660496698,0.24346870540957707
The Surrey,0.45119895419433403,0.017565981576786092,0.23805273201016722
Hotel St. James,0.3968141506030663,0.021404884230772584,0.2417588572479515
The Kimberly Hotel & Suites,0.4343587103079527,0.04633310768045684,0.32105200644586906
Bryant Park Hotel,0.4462958143311764,0.04941496663274617,0.3363179672579288
