Keyword,Frequency,name
bedroom,3,NY Away - Luxury Apartments in the Financial District
room,211,Hôtel Plaza Athénée
hotel,120,Hôtel Plaza Athénée
location,91,Hôtel Plaza Athénée
staff,91,Hôtel Plaza Athénée
service,70,Hôtel Plaza Athénée
room,229,Roger Smith Hotel
location,160,Roger Smith Hotel
staff,132,Roger Smith Hotel
hotel,122,Roger Smith Hotel
great,98,Roger Smith Hotel
room,314,Hampton Inn Madison Square Garden
breakfast,263,Hampton Inn Madison Square Garden
staff,235,Hampton Inn Madison Square Garden
location,218,Hampton Inn Madison Square Garden
good,142,Hampton Inn Madison Square Garden
helpful,2,Charming 2 Bedroom in the heart of Midtown East
247,1,Charming 2 Bedroom in the heart of Midtown East
coffeetea,1,Charming 2 Bedroom in the heart of Midtown East
wlan,1,Charming 2 Bedroom in the heart of Midtown East
free,1,Charming 2 Bedroom in the heart of Midtown East
room,458,Da Vinci Hotel
location,351,Da Vinci Hotel
hotel,187,Da Vinci Hotel
staff,177,Da Vinci Hotel
great,143,Da Vinci Hotel
room,480,Manhattan Broadway Hotel
location,311,Manhattan Broadway Hotel
staff,230,Manhattan Broadway Hotel
hotel,226,Manhattan Broadway Hotel
small,158,Manhattan Broadway Hotel
location,58,Studio Plus - Cozy Apartments
room,52,Studio Plus - Cozy Apartments
apartment,36,Studio Plus - Cozy Apartments
clean,28,Studio Plus - Cozy Apartments
good,25,Studio Plus - Cozy Apartments
room,281,Aloft Harlem
staff,211,Aloft Harlem
hotel,139,Aloft Harlem
great,131,Aloft Harlem
location,125,Aloft Harlem
apartment,7,Garden House with 2 Bedroom
location,6,Garden House with 2 Bedroom
nothing,4,Garden House with 2 Bedroom
comfortable,3,Garden House with 2 Bedroom
host,3,Garden House with 2 Bedroom
location,161,Courtyard by Marriott New York Manhattan/ Fifth Avenue
room,145,Courtyard by Marriott New York Manhattan/ Fifth Avenue
staff,85,Courtyard by Marriott New York Manhattan/ Fifth Avenue
hotel,75,Courtyard by Marriott New York Manhattan/ Fifth Avenue
great,59,Courtyard by Marriott New York Manhattan/ Fifth Avenue
location,10,Two Bedroom Apartment - Madison Avenue
apartment,7,Two Bedroom Apartment - Madison Avenue
room,7,Two Bedroom Apartment - Madison Avenue
building,7,Two Bedroom Apartment - Madison Avenue
difficult,6,Two Bedroom Apartment - Madison Avenue
room,98,Holiday Inn Express Manhattan Midtown West
breakfast,87,Holiday Inn Express Manhattan Midtown West
staff,63,Holiday Inn Express Manhattan Midtown West
location,50,Holiday Inn Express Manhattan Midtown West
good,37,Holiday Inn Express Manhattan Midtown West
room,410,Midtown Suite New York
location,269,Midtown Suite New York
bed,136,Midtown Suite New York
one,122,Midtown Suite New York
bathroom,112,Midtown Suite New York
room,165,The Townhouse Inn of Chelsea
breakfast,126,The Townhouse Inn of Chelsea
location,95,The Townhouse Inn of Chelsea
staff,71,The Townhouse Inn of Chelsea
great,66,The Townhouse Inn of Chelsea
room,644,Seafarers International House
location,476,Seafarers International House
staff,272,Seafarers International House
clean,228,Seafarers International House
good,207,Seafarers International House
apartment,5,Harlem Lofts
great,4,Harlem Lofts
code,4,Harlem Lofts
harlem,3,Harlem Lofts
get,3,Harlem Lofts
location,37,Broadway Suite New York
room,25,Broadway Suite New York
clean,23,Broadway Suite New York
bed,14,Broadway Suite New York
apartment,13,Broadway Suite New York
apartment,5,Greenwich Village 2 bed 1 bath
area,3,Greenwich Village 2 bed 1 bath
location,2,Greenwich Village 2 bed 1 bath
sorry,2,Greenwich Village 2 bed 1 bath
book,2,Greenwich Village 2 bed 1 bath
location,136,3 West Club
room,134,3 West Club
staff,78,3 West Club
great,62,3 West Club
hotel,57,3 West Club
room,624,NYLO New York City
location,303,NYLO New York City
staff,288,NYLO New York City
bed,281,NYLO New York City
hotel,242,NYLO New York City
room,57,The Sherry Netherland
staff,55,The Sherry Netherland
location,33,The Sherry Netherland
hotel,32,The Sherry Netherland
service,21,The Sherry Netherland
bed,2,Serviced Concierge Elevator 1 BDR
location,2,Serviced Concierge Elevator 1 BDR
amazing,2,Serviced Concierge Elevator 1 BDR
extremely,1,Serviced Concierge Elevator 1 BDR
comfortable,1,Serviced Concierge Elevator 1 BDR
room,971,"Nyma, The New York Manhattan Hotel"
location,669,"Nyma, The New York Manhattan Hotel"
breakfast,594,"Nyma, The New York Manhattan Hotel"
hotel,433,"Nyma, The New York Manhattan Hotel"
staff,411,"Nyma, The New York Manhattan Hotel"
room,316,Americana Inn
location,280,Americana Inn
bathroom,150,Americana Inn
staff,147,Americana Inn
clean,141,Americana Inn
anything,2,Broome Street Apartment - Lower East Side #19
fraud,2,Broome Street Apartment - Lower East Side #19
un,2,Broome Street Apartment - Lower East Side #19
rat,2,Broome Street Apartment - Lower East Side #19
city,2,Broome Street Apartment - Lower East Side #19
good,3,PermaGO Seaport
working,2,PermaGO Seaport
neighborhood,2,PermaGO Seaport
room,2,PermaGO Seaport
location,1,PermaGO Seaport
room,589,Chelsea Inn
location,271,Chelsea Inn
staff,221,Chelsea Inn
bed,150,Chelsea Inn
clean,141,Chelsea Inn
room,184,The Plaza
hotel,113,The Plaza
staff,99,The Plaza
location,93,The Plaza
service,70,The Plaza
room,381,Shelburne Hotel & Suites by Affinia
location,217,Shelburne Hotel & Suites by Affinia
staff,197,Shelburne Hotel & Suites by Affinia
hotel,195,Shelburne Hotel & Suites by Affinia
good,144,Shelburne Hotel & Suites by Affinia
old,3,Two Bedroom Apartment - West 58th Street
towel,3,Two Bedroom Apartment - West 58th Street
store,2,Two Bedroom Apartment - West 58th Street
good,2,Two Bedroom Apartment - West 58th Street
even,2,Two Bedroom Apartment - West 58th Street
location,6,NYC apartments amazing location
good,4,NYC apartments amazing location
apartment,4,NYC apartments amazing location
people,3,NYC apartments amazing location
homeless,3,NYC apartments amazing location
room,286,"Hotel Henri New York, A Wyndham Hotel"
location,133,"Hotel Henri New York, A Wyndham Hotel"
staff,128,"Hotel Henri New York, A Wyndham Hotel"
hotel,109,"Hotel Henri New York, A Wyndham Hotel"
bed,83,"Hotel Henri New York, A Wyndham Hotel"
room,96,"The Chatwal, a Luxury Collection Hotel, New York City"
staff,48,"The Chatwal, a Luxury Collection Hotel, New York City"
location,43,"The Chatwal, a Luxury Collection Hotel, New York City"
hotel,41,"The Chatwal, a Luxury Collection Hotel, New York City"
great,31,"The Chatwal, a Luxury Collection Hotel, New York City"
location,11,Times Square West Midtown Apartment
great,10,Times Square West Midtown Apartment
good,7,Times Square West Midtown Apartment
bed,6,Times Square West Midtown Apartment
really,5,Times Square West Midtown Apartment
room,93,Soul Food (Mont Morris)
staff,44,Soul Food (Mont Morris)
nice,42,Soul Food (Mont Morris)
place,37,Soul Food (Mont Morris)
great,36,Soul Food (Mont Morris)
location,11,Times Square Perfect Home
stair,8,Times Square Perfect Home
great,7,Times Square Perfect Home
two,6,Times Square Perfect Home
apartment,6,Times Square Perfect Home
room,29,The Nomad Suites
building,18,The Nomad Suites
location,16,The Nomad Suites
bed,12,The Nomad Suites
clean,11,The Nomad Suites
room,510,Hotel 31
location,399,Hotel 31
clean,263,Hotel 31
hotel,261,Hotel 31
bathroom,250,Hotel 31
room,3,The Melva Inn
it,2,The Melva Inn
bathroom,2,The Melva Inn
great,2,The Melva Inn
harlem,2,The Melva Inn
room,281,Hotel Elysee by Library Hotel Collection
staff,239,Hotel Elysee by Library Hotel Collection
breakfast,238,Hotel Elysee by Library Hotel Collection
hotel,192,Hotel Elysee by Library Hotel Collection
location,188,Hotel Elysee by Library Hotel Collection
room,322,Mayfair New York Times Square
location,276,Mayfair New York Times Square
hotel,175,Mayfair New York Times Square
staff,165,Mayfair New York Times Square
time,133,Mayfair New York Times Square
room,183,New York Marriott Downtown
location,151,New York Marriott Downtown
staff,111,New York Marriott Downtown
hotel,85,New York Marriott Downtown
great,77,New York Marriott Downtown
room,159,Hotel Mimosa
staff,116,Hotel Mimosa
hotel,76,Hotel Mimosa
clean,76,Hotel Mimosa
location,58,Hotel Mimosa
room,382,Avalon Hotel
location,224,Avalon Hotel
staff,196,Avalon Hotel
hotel,161,Avalon Hotel
great,157,Avalon Hotel
staff,5,Hotel Alexander
location,4,Hotel Alexander
hotel,3,Hotel Alexander
super,3,Hotel Alexander
wifi,3,Hotel Alexander
room,393,Hotel 91
hotel,217,Hotel 91
location,187,Hotel 91
staff,179,Hotel 91
clean,173,Hotel 91
room,223,Comfort Inn Midtown West
breakfast,133,Comfort Inn Midtown West
staff,116,Comfort Inn Midtown West
small,79,Comfort Inn Midtown West
location,74,Comfort Inn Midtown West
room,357,"Night Hotel Theater District, Times Square"
location,215,"Night Hotel Theater District, Times Square"
hotel,174,"Night Hotel Theater District, Times Square"
staff,166,"Night Hotel Theater District, Times Square"
great,113,"Night Hotel Theater District, Times Square"
room,357,36 Hudson Hotel
staff,159,36 Hudson Hotel
location,146,36 Hudson Hotel
hotel,115,36 Hudson Hotel
small,112,36 Hudson Hotel
location,78,Green Holidays Apartments
room,67,Green Holidays Apartments
apartment,44,Green Holidays Apartments
building,36,Green Holidays Apartments
clean,31,Green Holidays Apartments
room,143,Off SoHo Suites Hotel
location,105,Off SoHo Suites Hotel
staff,75,Off SoHo Suites Hotel
good,65,Off SoHo Suites Hotel
great,64,Off SoHo Suites Hotel
room,409,The William
staff,183,The William
hotel,180,The William
location,151,The William
great,137,The William
room,302,Hotel Mulberry
location,183,Hotel Mulberry
breakfast,170,Hotel Mulberry
hotel,155,Hotel Mulberry
staff,151,Hotel Mulberry
room,160,Holiday Inn New York City - Times Square
location,100,Holiday Inn New York City - Times Square
staff,93,Holiday Inn New York City - Times Square
elevator,62,Holiday Inn New York City - Times Square
hotel,58,Holiday Inn New York City - Times Square
room,255,WestHouse Hotel New York
breakfast,198,WestHouse Hotel New York
hotel,197,WestHouse Hotel New York
staff,184,WestHouse Hotel New York
location,147,WestHouse Hotel New York
room,81,W New York - Union Square
staff,55,W New York - Union Square
location,42,W New York - Union Square
hotel,40,W New York - Union Square
great,33,W New York - Union Square
room,186,Comfort Inn Times Square West
location,165,Comfort Inn Times Square West
breakfast,137,Comfort Inn Times Square West
staff,99,Comfort Inn Times Square West
great,73,Comfort Inn Times Square West
room,833,Midtown West Hotel
location,413,Midtown West Hotel
small,328,Midtown West Hotel
staff,314,Midtown West Hotel
hotel,245,Midtown West Hotel
room,93,Sago Hotel
staff,60,Sago Hotel
great,51,Sago Hotel
hotel,39,Sago Hotel
location,38,Sago Hotel
location,4,Beauty Near Times Square
apartment,3,Beauty Near Times Square
liked,2,Beauty Near Times Square
many,2,Beauty Near Times Square
everything,2,Beauty Near Times Square
room,4,Luxury 2B/1B UWS GEM
shop,3,Luxury 2B/1B UWS GEM
sofa,3,Luxury 2B/1B UWS GEM
bed,3,Luxury 2B/1B UWS GEM
people,3,Luxury 2B/1B UWS GEM
room,34,Studio Plus - Apartment Suites
location,31,Studio Plus - Apartment Suites
bed,17,Studio Plus - Apartment Suites
clean,17,Studio Plus - Apartment Suites
place,15,Studio Plus - Apartment Suites
room,343,Fairfield Inn & Suites by Marriott New York Midtown Manhattan/Penn Station
breakfast,310,Fairfield Inn & Suites by Marriott New York Midtown Manhattan/Penn Station
location,240,Fairfield Inn & Suites by Marriott New York Midtown Manhattan/Penn Station
staff,181,Fairfield Inn & Suites by Marriott New York Midtown Manhattan/Penn Station
hotel,167,Fairfield Inn & Suites by Marriott New York Midtown Manhattan/Penn Station
staff,211,Hotel Giraffe by Library Hotel Collection
room,167,Hotel Giraffe by Library Hotel Collection
hotel,154,Hotel Giraffe by Library Hotel Collection
breakfast,141,Hotel Giraffe by Library Hotel Collection
great,123,Hotel Giraffe by Library Hotel Collection
room,100,The James New York - SoHo
staff,75,The James New York - SoHo
location,71,The James New York - SoHo
great,67,The James New York - SoHo
bar,56,The James New York - SoHo
apartment,18,The Ideal 3 Bedroom Getaway by Central Park UWS
good,11,The Ideal 3 Bedroom Getaway by Central Park UWS
location,10,The Ideal 3 Bedroom Getaway by Central Park UWS
great,8,The Ideal 3 Bedroom Getaway by Central Park UWS
u,7,The Ideal 3 Bedroom Getaway by Central Park UWS
bathroom,6,East Side 3 bedroom 2 bathroom (7)
great,5,East Side 3 bedroom 2 bathroom (7)
location,5,East Side 3 bedroom 2 bathroom (7)
bed,4,East Side 3 bedroom 2 bathroom (7)
apartment,4,East Side 3 bedroom 2 bathroom (7)
everything,3,Richards Place
really,2,Richards Place
bed,2,Richards Place
richard,2,Richards Place
great,2,Richards Place
great,11,Athenas Domus CS
apartment,7,Athenas Domus CS
location,7,Athenas Domus CS
kitchen,4,Athenas Domus CS
stay,4,Athenas Domus CS
room,774,Hotel Mela Times Square
location,490,Hotel Mela Times Square
staff,309,Hotel Mela Times Square
hotel,268,Hotel Mela Times Square
small,236,Hotel Mela Times Square
room,234,Carlton Arms Hotel
location,145,Carlton Arms Hotel
hotel,110,Carlton Arms Hotel
staff,75,Carlton Arms Hotel
bed,74,Carlton Arms Hotel
room,268,Renaissance New York Hotel 57
location,135,Renaissance New York Hotel 57
staff,123,Renaissance New York Hotel 57
hotel,111,Renaissance New York Hotel 57
bed,95,Renaissance New York Hotel 57
room,477,Chelsea Cabins
location,403,Chelsea Cabins
staff,351,Chelsea Cabins
place,286,Chelsea Cabins
good,265,Chelsea Cabins
apartment,33,Two Bedroom Apartment - Between Park Ave & Lexington Avenue - Midtown East
location,27,Two Bedroom Apartment - Between Park Ave & Lexington Avenue - Midtown East
owner,14,Two Bedroom Apartment - Between Park Ave & Lexington Avenue - Midtown East
would,12,Two Bedroom Apartment - Between Park Ave & Lexington Avenue - Midtown East
clean,11,Two Bedroom Apartment - Between Park Ave & Lexington Avenue - Midtown East
apartment,5,Midtown 60th Street Apartment
bed,5,Midtown 60th Street Apartment
good,4,Midtown 60th Street Apartment
host,4,Midtown 60th Street Apartment
dirty,4,Midtown 60th Street Apartment
room,311,Fitzpatrick Manhattan
staff,306,Fitzpatrick Manhattan
location,183,Fitzpatrick Manhattan
hotel,166,Fitzpatrick Manhattan
friendly,137,Fitzpatrick Manhattan
wash,4,Lovely Two Bedroom Apt
cloth,4,Lovely Two Bedroom Apt
apartment,3,Lovely Two Bedroom Apt
landlord,3,Lovely Two Bedroom Apt
clean,2,Lovely Two Bedroom Apt
room,368,Jazz on the Park Youth Hostel
location,211,Jazz on the Park Youth Hostel
staff,205,Jazz on the Park Youth Hostel
hostel,154,Jazz on the Park Youth Hostel
bed,135,Jazz on the Park Youth Hostel
room,123,Renaissance New York Times Square Hotel
location,111,Renaissance New York Times Square Hotel
staff,78,Renaissance New York Times Square Hotel
time,75,Renaissance New York Times Square Hotel
hotel,73,Renaissance New York Times Square Hotel
room,124,W New York - Downtown
location,70,W New York - Downtown
staff,64,W New York - Downtown
hotel,58,W New York - Downtown
bed,44,W New York - Downtown
room,66,The Marmara Manhattan
staff,37,The Marmara Manhattan
location,28,The Marmara Manhattan
subway,24,The Marmara Manhattan
hotel,23,The Marmara Manhattan
room,474,Hotel Newton
location,253,Hotel Newton
hotel,229,Hotel Newton
staff,206,Hotel Newton
subway,173,Hotel Newton
location,11,Manhattan Studio Apartment mid-west
apartment,10,Manhattan Studio Apartment mid-west
u,8,Manhattan Studio Apartment mid-west
night,8,Manhattan Studio Apartment mid-west
time,7,Manhattan Studio Apartment mid-west
room,798,Broadway Hotel & Hostel
staff,439,Broadway Hotel & Hostel
location,349,Broadway Hotel & Hostel
bathroom,253,Broadway Hotel & Hostel
good,252,Broadway Hotel & Hostel
room,238,San Carlos Hotel New York
staff,199,San Carlos Hotel New York
breakfast,194,San Carlos Hotel New York
location,166,San Carlos Hotel New York
hotel,142,San Carlos Hotel New York
apartment,11,Steps from Times Square Central Park BEAUTIFUL 2 BDR APT
time,5,Steps from Times Square Central Park BEAUTIFUL 2 BDR APT
location,5,Steps from Times Square Central Park BEAUTIFUL 2 BDR APT
good,5,Steps from Times Square Central Park BEAUTIFUL 2 BDR APT
u,4,Steps from Times Square Central Park BEAUTIFUL 2 BDR APT
room,221,Library Hotel by Library Hotel Collection
staff,212,Library Hotel by Library Hotel Collection
hotel,166,Library Hotel by Library Hotel Collection
location,130,Library Hotel by Library Hotel Collection
breakfast,127,Library Hotel by Library Hotel Collection
apartment,11,Great Location Midtown East 35th Street and Third Ave
bed,9,Great Location Midtown East 35th Street and Third Ave
room,8,Great Location Midtown East 35th Street and Third Ave
cash,8,Great Location Midtown East 35th Street and Third Ave
back,8,Great Location Midtown East 35th Street and Third Ave
room,261,Courtyard New York Manhattan/Upper East Side
staff,167,Courtyard New York Manhattan/Upper East Side
hotel,143,Courtyard New York Manhattan/Upper East Side
location,121,Courtyard New York Manhattan/Upper East Side
bed,102,Courtyard New York Manhattan/Upper East Side
room,521,U.S. Pacific Hotel
location,209,U.S. Pacific Hotel
bed,205,U.S. Pacific Hotel
bathroom,204,U.S. Pacific Hotel
clean,185,U.S. Pacific Hotel
room,327,Gild Hall - A Thompson Hotel
staff,232,Gild Hall - A Thompson Hotel
hotel,198,Gild Hall - A Thompson Hotel
great,165,Gild Hall - A Thompson Hotel
location,129,Gild Hall - A Thompson Hotel
room,11,Jun New York Mid Town II
location,9,Jun New York Mid Town II
bed,6,Jun New York Mid Town II
apartment,5,Jun New York Mid Town II
host,5,Jun New York Mid Town II
room,3,Athenas Domus HL
location,3,Athenas Domus HL
host,3,Athenas Domus HL
studio,3,Athenas Domus HL
property,3,Athenas Domus HL
room,154,Hotel Americano
staff,86,Hotel Americano
hotel,80,Hotel Americano
great,62,Hotel Americano
pool,48,Hotel Americano
apartment,24,Super Comfortable Times Sqr Central Park Broadway
location,12,Super Comfortable Times Sqr Central Park Broadway
great,11,Super Comfortable Times Sqr Central Park Broadway
u,11,Super Comfortable Times Sqr Central Park Broadway
bed,11,Super Comfortable Times Sqr Central Park Broadway
apartment,7,Lower East Side 3 Bedroom
clean,7,Lower East Side 3 Bedroom
building,6,Lower East Side 3 Bedroom
it,4,Lower East Side 3 Bedroom
site,4,Lower East Side 3 Bedroom
room,3,NYC Best apartment near the UN
apartment,3,NYC Best apartment near the UN
place,2,NYC Best apartment near the UN
don’t,2,NYC Best apartment near the UN
location,2,NYC Best apartment near the UN
room,11,Hotel Five44
shower,8,Hotel Five44
hotel,8,Hotel Five44
clean,7,Hotel Five44
location,7,Hotel Five44
location,201,Studio in Times Square
time,109,Studio in Times Square
room,103,Studio in Times Square
bed,85,Studio in Times Square
square,77,Studio in Times Square
apartment,14,Jenny's Apartments - Upper East Side
jenny,11,Jenny's Apartments - Upper East Side
u,8,Jenny's Apartments - Upper East Side
family,7,Jenny's Apartments - Upper East Side
toilet,6,Jenny's Apartments - Upper East Side
room,370,Econo Lodge Times Square
location,243,Econo Lodge Times Square
small,179,Econo Lodge Times Square
staff,141,Econo Lodge Times Square
breakfast,136,Econo Lodge Times Square
location,9,#1Midtown Manhattan Loft Apartment
apartment,6,#1Midtown Manhattan Loft Apartment
bed,5,#1Midtown Manhattan Loft Apartment
room,4,#1Midtown Manhattan Loft Apartment
convenient,3,#1Midtown Manhattan Loft Apartment
william,11,West 119th B&B
nice,10,West 119th B&B
host,9,West 119th B&B
room,9,West 119th B&B
great,8,West 119th B&B
room,531,Michelangelo Hotel
location,294,Michelangelo Hotel
hotel,286,Michelangelo Hotel
staff,283,Michelangelo Hotel
great,173,Michelangelo Hotel
room,310,Fitzpatrick Grand Central
staff,304,Fitzpatrick Grand Central
location,202,Fitzpatrick Grand Central
hotel,186,Fitzpatrick Grand Central
great,139,Fitzpatrick Grand Central
room,7,Jun New York Mid Town I
clean,6,Jun New York Mid Town I
location,5,Jun New York Mid Town I
check,5,Jun New York Mid Town I
cleaning,4,Jun New York Mid Town I
comfortable,3,One Bedroom Apartment - Mott Street #16
lot,3,One Bedroom Apartment - Mott Street #16
food,3,One Bedroom Apartment - Mott Street #16
chinatown,3,One Bedroom Apartment - Mott Street #16
ac,2,One Bedroom Apartment - Mott Street #16
room,234,Morningside Inn
bathroom,98,Morningside Inn
staff,75,Morningside Inn
location,68,Morningside Inn
hotel,66,Morningside Inn
room,171,The High Line Hotel
hotel,106,The High Line Hotel
staff,95,The High Line Hotel
location,87,The High Line Hotel
coffee,82,The High Line Hotel
apartment,6,NYC Townhouse
subway,5,NYC Townhouse
great,5,NYC Townhouse
comfortable,3,NYC Townhouse
coffee,3,NYC Townhouse
room,632,"The Paul, an Ascend Hotel Collection Member"
breakfast,395,"The Paul, an Ascend Hotel Collection Member"
hotel,312,"The Paul, an Ascend Hotel Collection Member"
location,296,"The Paul, an Ascend Hotel Collection Member"
staff,263,"The Paul, an Ascend Hotel Collection Member"
room,464,Hotel 309
location,286,Hotel 309
staff,223,Hotel 309
hotel,220,Hotel 309
breakfast,208,Hotel 309
apartment,5,Three-Bedroom Apartment West 25th Street
everything,5,Three-Bedroom Apartment West 25th Street
great,4,Three-Bedroom Apartment West 25th Street
time,3,Three-Bedroom Apartment West 25th Street
noisy,3,Three-Bedroom Apartment West 25th Street
room,278,Parker New York
location,147,Parker New York
hotel,132,Parker New York
staff,110,Parker New York
pool,95,Parker New York
location,55,Manhattan Studio Apartments
room,39,Manhattan Studio Apartments
apartment,31,Manhattan Studio Apartments
good,30,Manhattan Studio Apartments
building,25,Manhattan Studio Apartments
staff,18,Lowell Hotel
room,14,Lowell Hotel
hotel,13,Lowell Hotel
service,7,Lowell Hotel
great,6,Lowell Hotel
room,151,Edge Hotel Washington Heights
staff,118,Edge Hotel Washington Heights
breakfast,88,Edge Hotel Washington Heights
clean,85,Edge Hotel Washington Heights
hotel,66,Edge Hotel Washington Heights
room,55,Mr C Seaport
location,37,Mr C Seaport
breakfast,34,Mr C Seaport
staff,27,Mr C Seaport
great,25,Mr C Seaport
room,138,Duane Street Hotel Tribeca
staff,102,Duane Street Hotel Tribeca
location,70,Duane Street Hotel Tribeca
great,62,Duane Street Hotel Tribeca
hotel,58,Duane Street Hotel Tribeca
apartment,13,"Times Sq, Broadway, Central Pk- Steps Away"
location,8,"Times Sq, Broadway, Central Pk- Steps Away"
also,7,"Times Sq, Broadway, Central Pk- Steps Away"
u,6,"Times Sq, Broadway, Central Pk- Steps Away"
card,6,"Times Sq, Broadway, Central Pk- Steps Away"
nice,20,The Gallery House
mark,17,The Gallery House
host,16,The Gallery House
subway,16,The Gallery House
helpful,15,The Gallery House
apartment,9,3 blocks from Times Square and quick walk to Central Park
location,5,3 blocks from Times Square and quick walk to Central Park
kitchen,5,3 blocks from Times Square and quick walk to Central Park
great,4,3 blocks from Times Square and quick walk to Central Park
old,4,3 blocks from Times Square and quick walk to Central Park
location,6,Upper East One Bedroom Apartment
property,6,Upper East One Bedroom Apartment
key,5,Upper East One Bedroom Apartment
easy,4,Upper East One Bedroom Apartment
bed,4,Upper East One Bedroom Apartment
room,500,The Mansfield Hotel
location,237,The Mansfield Hotel
hotel,160,The Mansfield Hotel
staff,159,The Mansfield Hotel
small,124,The Mansfield Hotel
good,2,Hamilton Heights 4 Bedroom
enough,2,Hamilton Heights 4 Bedroom
u,2,Hamilton Heights 4 Bedroom
lift,2,Hamilton Heights 4 Bedroom
bathroom,2,Hamilton Heights 4 Bedroom
room,235,Windsor Hotel
location,151,Windsor Hotel
bed,122,Windsor Hotel
hotel,119,Windsor Hotel
staff,116,Windsor Hotel
room,87,Incentra Village Hotel
location,69,Incentra Village Hotel
staff,56,Incentra Village Hotel
great,39,Incentra Village Hotel
like,29,Incentra Village Hotel
room,12,Lord & Moris
location,6,Lord & Moris
hotel,5,Lord & Moris
bed,4,Lord & Moris
towel,4,Lord & Moris
room,102,"The Algonquin Hotel Times Square, Autograph Collection"
staff,78,"The Algonquin Hotel Times Square, Autograph Collection"
location,66,"The Algonquin Hotel Times Square, Autograph Collection"
hotel,65,"The Algonquin Hotel Times Square, Autograph Collection"
small,34,"The Algonquin Hotel Times Square, Autograph Collection"
room,178,Colonial House Inn
staff,118,Colonial House Inn
location,100,Colonial House Inn
breakfast,88,Colonial House Inn
great,67,Colonial House Inn
location,14,Jun New York Mid Town III
room,10,Jun New York Mid Town III
jun,10,Jun New York Mid Town III
great,8,Jun New York Mid Town III
comfortable,7,Jun New York Mid Town III
room,325,Harlem YMCA
staff,176,Harlem YMCA
bathroom,130,Harlem YMCA
clean,128,Harlem YMCA
good,97,Harlem YMCA
location,3,3 Bedroom modern apartment - Times Square
time,2,3 Bedroom modern apartment - Times Square
due,2,3 Bedroom modern apartment - Times Square
great,2,3 Bedroom modern apartment - Times Square
comfortable,2,3 Bedroom modern apartment - Times Square
good,4,Midtown Times Square Apartment
really,3,Midtown Times Square Apartment
location,2,Midtown Times Square Apartment
well,2,Midtown Times Square Apartment
equipped,2,Midtown Times Square Apartment
apartment,35,Historic Harlem Duplex
great,30,Historic Harlem Duplex
location,25,Historic Harlem Duplex
nice,24,Historic Harlem Duplex
place,21,Historic Harlem Duplex
room,43,Canal Loft Hostel & Hotel
clean,27,Canal Loft Hostel & Hotel
location,26,Canal Loft Hostel & Hotel
good,24,Canal Loft Hostel & Hotel
bed,21,Canal Loft Hostel & Hotel
location,13,Chelsea Art Suites
u,13,Chelsea Art Suites
would,10,Chelsea Art Suites
anna,9,Chelsea Art Suites
room,8,Chelsea Art Suites
bedroom,4,East Side 3 Bedroom and 2 Bathroom Apartment (3)
one,3,East Side 3 Bedroom and 2 Bathroom Apartment (3)
2,3,East Side 3 Bedroom and 2 Bathroom Apartment (3)
small,3,East Side 3 Bedroom and 2 Bathroom Apartment (3)
mattress,3,East Side 3 Bedroom and 2 Bathroom Apartment (3)
staff,258,Casablanca Hotel by Library Hotel Collection
hotel,201,Casablanca Hotel by Library Hotel Collection
location,189,Casablanca Hotel by Library Hotel Collection
room,162,Casablanca Hotel by Library Hotel Collection
great,134,Casablanca Hotel by Library Hotel Collection
pierre,12,Maison le Grange
great,9,Maison le Grange
room,7,Maison le Grange
clean,6,Maison le Grange
apartment,6,Maison le Grange
ac,3,Spacious studio in an elevator concierge building
noisy,3,Spacious studio in an elevator concierge building
location,2,Spacious studio in an elevator concierge building
bit,2,Spacious studio in an elevator concierge building
window,2,Spacious studio in an elevator concierge building
room,53,The Greenwich Hotel
hotel,44,The Greenwich Hotel
staff,31,The Greenwich Hotel
great,20,The Greenwich Hotel
everything,16,The Greenwich Hotel
room,61,Executive Class at MTS Hotel
staff,22,Executive Class at MTS Hotel
location,21,Executive Class at MTS Hotel
bed,18,Executive Class at MTS Hotel
breakfast,18,Executive Class at MTS Hotel
room,186,The Wall Street Inn
breakfast,143,The Wall Street Inn
location,125,The Wall Street Inn
hotel,112,The Wall Street Inn
staff,98,The Wall Street Inn
room,447,Central Park West Hostel
location,270,Central Park West Hostel
bathroom,213,Central Park West Hostel
bed,189,Central Park West Hostel
staff,157,Central Park West Hostel
room,491,Royal Park Hotel & Hostel
bathroom,222,Royal Park Hotel & Hostel
location,204,Royal Park Hotel & Hostel
staff,198,Royal Park Hotel & Hostel
hotel,160,Royal Park Hotel & Hostel
room,158,The Marmara Park Avenue
hotel,85,The Marmara Park Avenue
staff,81,The Marmara Park Avenue
bed,42,The Marmara Park Avenue
great,37,The Marmara Park Avenue
location,47,New York Apartments
apartment,37,New York Apartments
bed,32,New York Apartments
room,29,New York Apartments
great,23,New York Apartments
room,469,The Franklin Hotel
hotel,231,The Franklin Hotel
staff,216,The Franklin Hotel
small,198,The Franklin Hotel
breakfast,192,The Franklin Hotel
apartment,15,Two Bedroom Apartment - East 34th Street
location,13,Two Bedroom Apartment - East 34th Street
building,10,Two Bedroom Apartment - East 34th Street
bed,7,Two Bedroom Apartment - East 34th Street
place,6,Two Bedroom Apartment - East 34th Street
room,425,CITY ROOMS NYC - Chelsea
staff,215,CITY ROOMS NYC - Chelsea
