Keyword,Frequency,name
bed,136,Hilton Garden Inn New York/Manhattan-Chelsea
room,169,The Smyth
staff,99,The Smyth
hotel,85,The Smyth
location,74,The Smyth
great,74,The Smyth
room,545,Room Mate Grace Boutique Hotel
location,345,Room Mate Grace Boutique Hotel
staff,334,Room Mate Grace Boutique Hotel
bed,247,Room Mate Grace Boutique Hotel
great,224,Room Mate Grace Boutique Hotel
room,229,Andaz Wall Street-a concept by Hyatt
staff,93,Andaz Wall Street-a concept by Hyatt
hotel,86,Andaz Wall Street-a concept by Hyatt
nice,66,Andaz Wall Street-a concept by Hyatt
location,59,Andaz Wall Street-a concept by Hyatt
room,203,The James New York - NoMad
hotel,116,The James New York - NoMad
location,102,The James New York - NoMad
staff,98,The James New York - NoMad
bed,78,The James New York - NoMad
room,591,DoubleTree by Hilton New York Times Square South
staff,376,DoubleTree by Hilton New York Times Square South
location,288,DoubleTree by Hilton New York Times Square South
hotel,274,DoubleTree by Hilton New York Times Square South
bed,193,DoubleTree by Hilton New York Times Square South
room,524,Hilton Garden Inn West 35th Street
location,420,Hilton Garden Inn West 35th Street
staff,321,Hilton Garden Inn West 35th Street
hotel,256,Hilton Garden Inn West 35th Street
great,226,Hilton Garden Inn West 35th Street
room,491,Four Points by Sheraton Manhattan SoHo Village
staff,304,Four Points by Sheraton Manhattan SoHo Village
location,275,Four Points by Sheraton Manhattan SoHo Village
hotel,197,Four Points by Sheraton Manhattan SoHo Village
great,170,Four Points by Sheraton Manhattan SoHo Village
room,381,Hilton New York Fashion District
location,221,Hilton New York Fashion District
staff,184,Hilton New York Fashion District
hotel,157,Hilton New York Fashion District
great,149,Hilton New York Fashion District
room,346,Kimpton Ink48 Hotel
staff,192,Kimpton Ink48 Hotel
hotel,189,Kimpton Ink48 Hotel
view,145,Kimpton Ink48 Hotel
great,136,Kimpton Ink48 Hotel
room,404,Residence Inn by Marriott New York Downtown Manhattan/World Trade Center Area
breakfast,310,Residence Inn by Marriott New York Downtown Manhattan/World Trade Center Area
staff,272,Residence Inn by Marriott New York Downtown Manhattan/World Trade Center Area
location,232,Residence Inn by Marriott New York Downtown Manhattan/World Trade Center Area
great,190,Residence Inn by Marriott New York Downtown Manhattan/World Trade Center Area
room,412,INNSIDE by Melià New York Nomad
hotel,195,INNSIDE by Melià New York Nomad
staff,188,INNSIDE by Melià New York Nomad
location,181,INNSIDE by Melià New York Nomad
great,147,INNSIDE by Melià New York Nomad
room,322,Conrad New York
hotel,227,Conrad New York
staff,179,Conrad New York
location,149,Conrad New York
great,143,Conrad New York
room,327,Kimpton Hotel Eventi
staff,227,Kimpton Hotel Eventi
great,210,Kimpton Hotel Eventi
hotel,203,Kimpton Hotel Eventi
location,158,Kimpton Hotel Eventi
room,517,Leon Hotel
staff,257,Leon Hotel
location,257,Leon Hotel
hotel,256,Leon Hotel
great,210,Leon Hotel
room,356,The Iroquois New York
staff,248,The Iroquois New York
location,241,The Iroquois New York
hotel,183,The Iroquois New York
great,114,The Iroquois New York
room,501,Dylan Hotel NYC
location,259,Dylan Hotel NYC
staff,220,Dylan Hotel NYC
hotel,189,Dylan Hotel NYC
great,144,Dylan Hotel NYC
room,759,Bentley Hotel
staff,311,Bentley Hotel
hotel,290,Bentley Hotel
bed,224,Bentley Hotel
location,198,Bentley Hotel
room,252,Hotel 48LEX New York
staff,215,Hotel 48LEX New York
breakfast,159,Hotel 48LEX New York
hotel,137,Hotel 48LEX New York
location,123,Hotel 48LEX New York
room,521,Hilton Garden Inn Times Square
location,487,Hilton Garden Inn Times Square
staff,311,Hilton Garden Inn Times Square
hotel,266,Hilton Garden Inn Times Square
great,217,Hilton Garden Inn Times Square
room,309,Moderne Hotel
staff,208,Moderne Hotel
location,201,Moderne Hotel
hotel,155,Moderne Hotel
great,132,Moderne Hotel
room,141,Gramercy Park Hotel
hotel,109,Gramercy Park Hotel
staff,100,Gramercy Park Hotel
location,68,Gramercy Park Hotel
bar,60,Gramercy Park Hotel
room,131,Crosby Street Hotel
staff,92,Crosby Street Hotel
hotel,80,Crosby Street Hotel
location,63,Crosby Street Hotel
great,63,Crosby Street Hotel
room,506,"Hampton Inn Manhattan-SoHo, NY"
breakfast,481,"Hampton Inn Manhattan-SoHo, NY"
location,353,"Hampton Inn Manhattan-SoHo, NY"
staff,333,"Hampton Inn Manhattan-SoHo, NY"
good,282,"Hampton Inn Manhattan-SoHo, NY"
room,373,The Kimpton Muse Hotel
staff,252,The Kimpton Muse Hotel
location,224,The Kimpton Muse Hotel
hotel,178,The Kimpton Muse Hotel
great,152,The Kimpton Muse Hotel
room,534,Hilton Garden Inn Times Square Central
location,360,Hilton Garden Inn Times Square Central
time,250,Hilton Garden Inn Times Square Central
staff,234,Hilton Garden Inn Times Square Central
hotel,222,Hilton Garden Inn Times Square Central
breakfast,425,Hampton Inn Manhattan-Times Square North
room,424,Hampton Inn Manhattan-Times Square North
location,348,Hampton Inn Manhattan-Times Square North
staff,239,Hampton Inn Manhattan-Times Square North
hotel,203,Hampton Inn Manhattan-Times Square North
room,464,DoubleTree by Hilton - Chelsea
location,320,DoubleTree by Hilton - Chelsea
staff,306,DoubleTree by Hilton - Chelsea
hotel,239,DoubleTree by Hilton - Chelsea
bed,183,DoubleTree by Hilton - Chelsea
room,83,Mondrian Park Avenue
staff,48,Mondrian Park Avenue
great,44,Mondrian Park Avenue
hotel,44,Mondrian Park Avenue
location,37,Mondrian Park Avenue
room,302,Hilton Garden Inn New York Manhattan Midtown East
staff,254,Hilton Garden Inn New York Manhattan Midtown East
location,162,Hilton Garden Inn New York Manhattan Midtown East
hotel,134,Hilton Garden Inn New York Manhattan Midtown East
great,126,Hilton Garden Inn New York Manhattan Midtown East
room,188,Hilton Garden Inn New York/Tribeca
staff,139,Hilton Garden Inn New York/Tribeca
location,139,Hilton Garden Inn New York/Tribeca
hotel,98,Hilton Garden Inn New York/Tribeca
bed,81,Hilton Garden Inn New York/Tribeca
room,232,Hampton Inn Manhattan/Downtown- Financial District
breakfast,158,Hampton Inn Manhattan/Downtown- Financial District
staff,130,Hampton Inn Manhattan/Downtown- Financial District
location,112,Hampton Inn Manhattan/Downtown- Financial District
hotel,94,Hampton Inn Manhattan/Downtown- Financial District
room,96,Crowne Plaza HY36 Midtown Manhattan
location,62,Crowne Plaza HY36 Midtown Manhattan
staff,60,Crowne Plaza HY36 Midtown Manhattan
hotel,60,Crowne Plaza HY36 Midtown Manhattan
great,44,Crowne Plaza HY36 Midtown Manhattan
stair,4,Spacious Apartment in Prime Location
floor,3,Spacious Apartment in Prime Location
apartment,2,Spacious Apartment in Prime Location
everything,2,Spacious Apartment in Prime Location
manhattan,2,Spacious Apartment in Prime Location
apartment,13,Studio Plus - Midtown Spacious Apartment
room,8,Studio Plus - Midtown Spacious Apartment
location,7,Studio Plus - Midtown Spacious Apartment
could,6,Studio Plus - Midtown Spacious Apartment
nice,6,Studio Plus - Midtown Spacious Apartment
breakfast,555,Hampton Inn Times Square Central
room,494,Hampton Inn Times Square Central
location,465,Hampton Inn Times Square Central
staff,454,Hampton Inn Times Square Central
great,297,Hampton Inn Times Square Central
room,279,Residence Inn by Marriott New York Manhattan/ Midtown Eastside
breakfast,243,Residence Inn by Marriott New York Manhattan/ Midtown Eastside
staff,192,Residence Inn by Marriott New York Manhattan/ Midtown Eastside
location,167,Residence Inn by Marriott New York Manhattan/ Midtown Eastside
great,164,Residence Inn by Marriott New York Manhattan/ Midtown Eastside
room,248,Hampton Inn Manhattan Chelsea
breakfast,193,Hampton Inn Manhattan Chelsea
staff,178,Hampton Inn Manhattan Chelsea
location,149,Hampton Inn Manhattan Chelsea
great,119,Hampton Inn Manhattan Chelsea
room,416,The Gotham Hotel
staff,211,The Gotham Hotel
location,176,The Gotham Hotel
hotel,169,The Gotham Hotel
great,115,The Gotham Hotel
apartment,25,Tiffini
subway,17,Tiffini
great,16,Tiffini
host,16,Tiffini
nice,15,Tiffini
apartment,25,East Village Apartments
great,22,East Village Apartments
location,21,East Village Apartments
everything,12,East Village Apartments
good,11,East Village Apartments
floor,7,Hamilton Heights Lovely Apartments
night,6,Hamilton Heights Lovely Apartments
family,6,Hamilton Heights Lovely Apartments
also,6,Hamilton Heights Lovely Apartments
apartment,6,Hamilton Heights Lovely Apartments
room,211,Q&A Residential Hotel
staff,107,Q&A Residential Hotel
location,106,Q&A Residential Hotel
great,103,Q&A Residential Hotel
hotel,99,Q&A Residential Hotel
location,3,Home In The Heart Of East Village
street,2,Home In The Heart Of East Village
would,2,Home In The Heart Of East Village
better,2,Home In The Heart Of East Village
paper,2,Home In The Heart Of East Village
location,9,Today House - Times Square North
apartment,6,Today House - Times Square North
great,5,Today House - Times Square North
place,4,Today House - Times Square North
large,4,Today House - Times Square North
room,34,Your Home in Harlem
great,23,Your Home in Harlem
place,21,Your Home in Harlem
subway,17,Your Home in Harlem
host,16,Your Home in Harlem
room,42,Home NYC
subway,31,Home NYC
yolanda,27,Home NYC
location,25,Home NYC
everything,21,Home NYC
host,26,Private Room in Time Square
location,23,Private Room in Time Square
goran,16,Private Room in Time Square
great,12,Private Room in Time Square
stay,12,Private Room in Time Square
room,24,Concorde Hotel New York
staff,18,Concorde Hotel New York
hotel,17,Concorde Hotel New York
great,15,Concorde Hotel New York
location,14,Concorde Hotel New York
apartment,27,Home Away From Home
location,19,Home Away From Home
good,13,Home Away From Home
great,11,Home Away From Home
clean,9,Home Away From Home
room,1960,Park Lane Hotel - A Central Park Hotel
location,1275,Park Lane Hotel - A Central Park Hotel
hotel,1010,Park Lane Hotel - A Central Park Hotel
park,695,Park Lane Hotel - A Central Park Hotel
staff,684,Park Lane Hotel - A Central Park Hotel
room,684,Hotel Stanford NYC
location,527,Hotel Stanford NYC
breakfast,466,Hotel Stanford NYC
staff,312,Hotel Stanford NYC
hotel,308,Hotel Stanford NYC
easy,3,Stylish 2BR Apartment in UWS
location,2,Stylish 2BR Apartment in UWS
clean,2,Stylish 2BR Apartment in UWS
upper,1,Stylish 2BR Apartment in UWS
west,1,Stylish 2BR Apartment in UWS
building,7,Luxurious Two Bedroom Apartment in Doorman Building - Lincoln Center
subway,4,Luxurious Two Bedroom Apartment in Doorman Building - Lincoln Center
location,4,Luxurious Two Bedroom Apartment in Doorman Building - Lincoln Center
good,4,Luxurious Two Bedroom Apartment in Doorman Building - Lincoln Center
well,3,Luxurious Two Bedroom Apartment in Doorman Building - Lincoln Center
room,598,The Ludlow Hotel
great,365,The Ludlow Hotel
staff,331,The Ludlow Hotel
hotel,308,The Ludlow Hotel
location,260,The Ludlow Hotel
room,535,The Quin
staff,332,The Quin
location,319,The Quin
hotel,241,The Quin
great,233,The Quin
room,938,Hotel Beacon
location,660,Hotel Beacon
great,497,Hotel Beacon
staff,494,Hotel Beacon
hotel,481,Hotel Beacon
room,714,The Marlton Hotel
staff,382,The Marlton Hotel
small,348,The Marlton Hotel
location,337,The Marlton Hotel
hotel,320,The Marlton Hotel
room,470,The Pearl Hotel
staff,404,The Pearl Hotel
location,395,The Pearl Hotel
breakfast,361,The Pearl Hotel
hotel,317,The Pearl Hotel
great,8,Luxury Suites in Murray Hill
apartment,5,Luxury Suites in Murray Hill
location,4,Luxury Suites in Murray Hill
building,4,Luxury Suites in Murray Hill
roof,3,Luxury Suites in Murray Hill
room,581,Soho Grand Hotel
staff,348,Soho Grand Hotel
location,311,Soho Grand Hotel
hotel,298,Soho Grand Hotel
great,268,Soho Grand Hotel
room,4411,Row NYC at Times Square
location,2476,Row NYC at Times Square
hotel,1748,Row NYC at Times Square
staff,1384,Row NYC at Times Square
time,1067,Row NYC at Times Square
room,18,Murray Hill East Suites
location,15,Murray Hill East Suites
staff,14,Murray Hill East Suites
friendly,10,Murray Hill East Suites
good,10,Murray Hill East Suites
room,46,The Wagner Hotel
hotel,21,The Wagner Hotel
staff,20,The Wagner Hotel
location,18,The Wagner Hotel
great,18,The Wagner Hotel
room,509,Washington Square Hotel
location,396,Washington Square Hotel
staff,331,Washington Square Hotel
hotel,278,Washington Square Hotel
breakfast,273,Washington Square Hotel
room,325,Carnegie Hotel
location,201,Carnegie Hotel
breakfast,155,Carnegie Hotel
staff,149,Carnegie Hotel
great,138,Carnegie Hotel
location,4,The Modern @ Rockefeller
view,3,The Modern @ Rockefeller
would,2,The Modern @ Rockefeller
great,2,The Modern @ Rockefeller
outstanding,1,The Modern @ Rockefeller
room,623,W New York - Times Square
location,361,W New York - Times Square
hotel,334,W New York - Times Square
staff,260,W New York - Times Square
great,188,W New York - Times Square
room,211,The Manhattan Club
location,137,The Manhattan Club
staff,83,The Manhattan Club
bed,75,The Manhattan Club
great,72,The Manhattan Club
apartment,13,Three-Bedroom Apartment with Two Bathrooms - East 55th Street
location,11,Three-Bedroom Apartment with Two Bathrooms - East 55th Street
good,10,Three-Bedroom Apartment with Two Bathrooms - East 55th Street
kitchen,8,Three-Bedroom Apartment with Two Bathrooms - East 55th Street
well,7,Three-Bedroom Apartment with Two Bathrooms - East 55th Street
apartment,8,Huge 2 Bed 2 Bath Apartment in Building with Elevator
good,7,Huge 2 Bed 2 Bath Apartment in Building with Elevator
walk,7,Huge 2 Bed 2 Bath Apartment in Building with Elevator
location,5,Huge 2 Bed 2 Bath Apartment in Building with Elevator
host,4,Huge 2 Bed 2 Bath Apartment in Building with Elevator
room,2297,Pod 39
location,1153,Pod 39
small,839,Pod 39
great,747,Pod 39
staff,747,Pod 39
room,716,YOTEL New York Times Square
hotel,278,YOTEL New York Times Square
bed,235,YOTEL New York Times Square
staff,227,YOTEL New York Times Square
location,213,YOTEL New York Times Square
room,789,The Knickerbocker
location,446,The Knickerbocker
hotel,418,The Knickerbocker
staff,372,The Knickerbocker
great,299,The Knickerbocker
room,916,Pod Times Square
location,589,Pod Times Square
hotel,383,Pod Times Square
clean,358,Pod Times Square
great,356,Pod Times Square
room,355,Travel Inn - Midtown Manhattan
location,286,Travel Inn - Midtown Manhattan
hotel,194,Travel Inn - Midtown Manhattan
staff,175,Travel Inn - Midtown Manhattan
great,146,Travel Inn - Midtown Manhattan
room,1679,Park Central
location,1069,Park Central
hotel,750,Park Central
staff,602,Park Central
bed,479,Park Central
room,28,Chelsea Savoy
breakfast,27,Chelsea Savoy
location,20,Chelsea Savoy
bed,19,Chelsea Savoy
staff,14,Chelsea Savoy
apartment,23,3 BEDROOM 1 BATHROOM TIMES SQUARE D
location,10,3 BEDROOM 1 BATHROOM TIMES SQUARE D
could,7,3 BEDROOM 1 BATHROOM TIMES SQUARE D
great,6,3 BEDROOM 1 BATHROOM TIMES SQUARE D
spacious,6,3 BEDROOM 1 BATHROOM TIMES SQUARE D
location,10,Little Italy Grand
bed,9,Little Italy Grand
great,7,Little Italy Grand
little,6,Little Italy Grand
walk,6,Little Italy Grand
room,1347,Vanderbilt YMCA
location,726,Vanderbilt YMCA
staff,472,Vanderbilt YMCA
bathroom,426,Vanderbilt YMCA
clean,383,Vanderbilt YMCA
room,1383,Stewart Hotel
location,744,Stewart Hotel
hotel,592,Stewart Hotel
staff,545,Stewart Hotel
great,393,Stewart Hotel
apartment,12,Bloc Away From Central Park Three-Bedroom Apartment with Private Balcony
location,6,Bloc Away From Central Park Three-Bedroom Apartment with Private Balcony
host,5,Bloc Away From Central Park Three-Bedroom Apartment with Private Balcony
number,5,Bloc Away From Central Park Three-Bedroom Apartment with Private Balcony
mouse,5,Bloc Away From Central Park Three-Bedroom Apartment with Private Balcony
room,567,Excelsior Hotel
location,317,Excelsior Hotel
hotel,254,Excelsior Hotel
staff,200,Excelsior Hotel
great,168,Excelsior Hotel
room,561,Midtown Convention Center Hotel NYC
breakfast,425,Midtown Convention Center Hotel NYC
hotel,337,Midtown Convention Center Hotel NYC
good,294,Midtown Convention Center Hotel NYC
location,272,Midtown Convention Center Hotel NYC
apartment,36,Central Two Bedroom Apartment In Times Square
location,23,Central Two Bedroom Apartment In Times Square
great,17,Central Two Bedroom Apartment In Times Square
stay,15,Central Two Bedroom Apartment In Times Square
day,14,Central Two Bedroom Apartment In Times Square
room,176,Best Western Plus Hospitality House Suites
breakfast,136,Best Western Plus Hospitality House Suites
staff,100,Best Western Plus Hospitality House Suites
location,95,Best Western Plus Hospitality House Suites
great,94,Best Western Plus Hospitality House Suites
room,578,SoHo Garden Hotel
location,310,SoHo Garden Hotel
hotel,240,SoHo Garden Hotel
staff,221,SoHo Garden Hotel
subway,186,SoHo Garden Hotel
room,46,Embassy Suites By Hilton New York Midtown Manhattan
breakfast,33,Embassy Suites By Hilton New York Midtown Manhattan
location,27,Embassy Suites By Hilton New York Midtown Manhattan
great,26,Embassy Suites By Hilton New York Midtown Manhattan
staff,26,Embassy Suites By Hilton New York Midtown Manhattan
room,456,Royalton Park Avenue
staff,260,Royalton Park Avenue
hotel,258,Royalton Park Avenue
great,197,Royalton Park Avenue
pool,164,Royalton Park Avenue
room,590,Hilton Garden Inn New York/Midtown Park Avenue
location,373,Hilton Garden Inn New York/Midtown Park Avenue
staff,369,Hilton Garden Inn New York/Midtown Park Avenue
hotel,225,Hilton Garden Inn New York/Midtown Park Avenue
bed,209,Hilton Garden Inn New York/Midtown Park Avenue
room,299,The Bowery Hotel
staff,208,The Bowery Hotel
hotel,203,The Bowery Hotel
great,162,The Bowery Hotel
location,111,The Bowery Hotel
stay,7,Harlem Grand
location,6,Harlem Grand
harlem,6,Harlem Grand
u,6,Harlem Grand
room,5,Harlem Grand
room,1091,West Side YMCA
location,1004,West Side YMCA
bathroom,727,West Side YMCA
staff,399,West Side YMCA
good,387,West Side YMCA
location,124,St Marks Hotel
room,115,St Marks Hotel
bed,54,St Marks Hotel
good,53,St Marks Hotel
staff,52,St Marks Hotel
room,2126,Paramount Times Square
location,1081,Paramount Times Square
hotel,728,Paramount Times Square
small,673,Paramount Times Square
staff,571,Paramount Times Square
room,399,Chelsea Pines Inn
breakfast,309,Chelsea Pines Inn
staff,297,Chelsea Pines Inn
location,275,Chelsea Pines Inn
great,228,Chelsea Pines Inn
room,510,"The Renwick Hotel New York City, Curio Collection by Hilton"
location,248,"The Renwick Hotel New York City, Curio Collection by Hilton"
staff,238,"The Renwick Hotel New York City, Curio Collection by Hilton"
hotel,216,"The Renwick Hotel New York City, Curio Collection by Hilton"
great,187,"The Renwick Hotel New York City, Curio Collection by Hilton"
location,2,Premium Apartments-Time Square
noisy,2,Premium Apartments-Time Square
perfect,1,Premium Apartments-Time Square
right,1,Premium Apartments-Time Square
near,1,Premium Apartments-Time Square
room,678,The French Quarters
staff,510,The French Quarters
location,486,The French Quarters
great,398,The French Quarters
breakfast,346,The French Quarters
room,370,Renaissance New York Midtown Hotel
hotel,277,Renaissance New York Midtown Hotel
staff,246,Renaissance New York Midtown Hotel
location,238,Renaissance New York Midtown Hotel
great,193,Renaissance New York Midtown Hotel
room,465,The Skyline Hotel New York
location,232,The Skyline Hotel New York
hotel,205,The Skyline Hotel New York
staff,157,The Skyline Hotel New York
pool,151,The Skyline Hotel New York
apartment,3,"NYC Charmer, Central Park/Lincoln Center"
area,3,"NYC Charmer, Central Park/Lincoln Center"
towel,3,"NYC Charmer, Central Park/Lincoln Center"
need,2,"NYC Charmer, Central Park/Lincoln Center"
patio,2,"NYC Charmer, Central Park/Lincoln Center"
location,91,TEN15NYC
apartment,59,TEN15NYC
room,38,TEN15NYC
great,36,TEN15NYC
time,28,TEN15NYC
location,4,Little Italy Penthouse
bedroom,3,Little Italy Penthouse
easy,3,Little Italy Penthouse
helpful,2,Little Italy Penthouse
summer,2,Little Italy Penthouse
room,1251,HI NYC Hostel
hostel,1113,HI NYC Hostel
good,895,HI NYC Hostel
staff,892,HI NYC Hostel
clean,777,HI NYC Hostel
room,44,Baccarat Hotel and Residences New York
hotel,43,Baccarat Hotel and Residences New York
service,28,Baccarat Hotel and Residences New York
location,25,Baccarat Hotel and Residences New York
staff,25,Baccarat Hotel and Residences New York
room,2104,Pod 51
location,1110,Pod 51
bathroom,780,Pod 51
clean,743,Pod 51
great,686,Pod 51
room,1162,Belnord Hotel
small,546,Belnord Hotel
location,508,Belnord Hotel
clean,434,Belnord Hotel
staff,344,Belnord Hotel
room,183,CITY ROOMS NYC - Times Square
location,118,CITY ROOMS NYC - Times Square
staff,102,CITY ROOMS NYC - Times Square
great,61,CITY ROOMS NYC - Times Square
bed,58,CITY ROOMS NYC - Times Square
room,520,Hudson River Hotel
staff,269,Hudson River Hotel
location,242,Hudson River Hotel
hotel,201,Hudson River Hotel
good,173,Hudson River Hotel
apartment,10,Nice Apartment in the Heart of Upper East Side
u,5,Nice Apartment in the Heart of Upper East Side
location,4,Nice Apartment in the Heart of Upper East Side
clean,4,Nice Apartment in the Heart of Upper East Side
host,4,Nice Apartment in the Heart of Upper East Side
room,1272,The Redbury New York
hotel,554,The Redbury New York
location,546,The Redbury New York
staff,493,The Redbury New York
bed,423,The Redbury New York
room,757,Millennium Hilton New York Downtown
view,518,Millennium Hilton New York Downtown
location,425,Millennium Hilton New York Downtown
hotel,377,Millennium Hilton New York Downtown
staff,324,Millennium Hilton New York Downtown
room,257,Courtyard by Marriott New York Manhattan/Herald Square
location,226,Courtyard by Marriott New York Manhattan/Herald Square
staff,166,Courtyard by Marriott New York Manhattan/Herald Square
hotel,135,Courtyard by Marriott New York Manhattan/Herald Square
great,99,Courtyard by Marriott New York Manhattan/Herald Square
good,2,Sunny Three Bedroom Apartment Lower East Side
place,2,Sunny Three Bedroom Apartment Lower East Side
restaurant,2,Sunny Three Bedroom Apartment Lower East Side
location,2,Sunny Three Bedroom Apartment Lower East Side
stay,1,Sunny Three Bedroom Apartment Lower East Side
room,472,CITY ROOMS NYC - Soho
location,269,CITY ROOMS NYC - Soho
staff,259,CITY ROOMS NYC - Soho
great,161,CITY ROOMS NYC - Soho
hotel,150,CITY ROOMS NYC - Soho
room,373,Eurostars Wall Street
location,150,Eurostars Wall Street
staff,146,Eurostars Wall Street
hotel,134,Eurostars Wall Street
bed,97,Eurostars Wall Street
room,402,Refinery Hotel - New York
staff,280,Refinery Hotel - New York
hotel,252,Refinery Hotel - New York
bar,249,Refinery Hotel - New York
great,230,Refinery Hotel - New York
comfy,3,Newly Renovated Three Bedroom Lower East Side
club,3,Newly Renovated Three Bedroom Lower East Side
3,3,Newly Renovated Three Bedroom Lower East Side
location,3,Newly Renovated Three Bedroom Lower East Side
like,2,Newly Renovated Three Bedroom Lower East Side
room,668,The Ridge Hotel
location,365,The Ridge Hotel
staff,354,The Ridge Hotel
great,265,The Ridge Hotel
hotel,238,The Ridge Hotel
room,173,The Surrey
hotel,103,The Surrey
staff,88,The Surrey
location,67,The Surrey
service,56,The Surrey
location,289,Hotel St. James
room,270,Hotel St. James
hotel,155,Hotel St. James
staff,142,Hotel St. James
time,118,Hotel St. James
room,248,The Kimberly Hotel & Suites
staff,200,The Kimberly Hotel & Suites
hotel,148,The Kimberly Hotel & Suites
great,115,The Kimberly Hotel & Suites
location,111,The Kimberly Hotel & Suites
room,444,Bryant Park Hotel
staff,304,Bryant Park Hotel
location,295,Bryant Park Hotel
hotel,241,Bryant Park Hotel
great,212,Bryant Park Hotel
room,805,Riverside Tower Hotel
location,436,Riverside Tower Hotel
staff,289,Riverside Tower Hotel
small,289,Riverside Tower Hotel
bed,275,Riverside Tower Hotel
room,255,SpringHill Suites by Marriott New York Midtown Manhattan/Fifth Avenue
breakfast,236,SpringHill Suites by Marriott New York Midtown Manhattan/Fifth Avenue
location,173,SpringHill Suites by Marriott New York Midtown Manhattan/Fifth Avenue
staff,147,SpringHill Suites by Marriott New York Midtown Manhattan/Fifth Avenue
great,118,SpringHill Suites by Marriott New York Midtown Manhattan/Fifth Avenue
room,447,Royalton New York
location,218,Royalton New York
hotel,209,Royalton New York
staff,164,Royalton New York
great,125,Royalton New York
room,35,Macy Empire Apartments
location,30,Macy Empire Apartments
clean,18,Macy Empire Apartments
apartment,15,Macy Empire Apartments
u,15,Macy Empire Apartments
apartment,6,"Broadway, Times Square, Central Park Studio"
nothing,5,"Broadway, Times Square, Central Park Studio"
like,5,"Broadway, Times Square, Central Park Studio"
key,4,"Broadway, Times Square, Central Park Studio"
go,4,"Broadway, Times Square, Central Park Studio"
room,348,The Westin New York Grand Central
location,184,The Westin New York Grand Central
staff,178,The Westin New York Grand Central
hotel,143,The Westin New York Grand Central
bed,120,The Westin New York Grand Central
room,610,Leo House
breakfast,485,Leo House
staff,435,Leo House
location,434,Leo House
good,325,Leo House
room,22,Studio-Plus Apartment
location,16,Studio-Plus Apartment
bed,10,Studio-Plus Apartment
towel,9,Studio-Plus Apartment
building,9,Studio-Plus Apartment
room,227,Park West Hotel
location,92,Park West Hotel
staff,87,Park West Hotel
hotel,67,Park West Hotel
small,65,Park West Hotel
room,130,Fairfield Inn & Suites by Marriott New York Manhattan/Central Park
breakfast,113,Fairfield Inn & Suites by Marriott New York Manhattan/Central Park
staff,105,Fairfield Inn & Suites by Marriott New York Manhattan/Central Park
hotel,62,Fairfield Inn & Suites by Marriott New York Manhattan/Central Park
good,58,Fairfield Inn & Suites by Marriott New York Manhattan/Central Park
room,142,Gardens Suites Hotel by Affinia
staff,95,Gardens Suites Hotel by Affinia
location,92,Gardens Suites Hotel by Affinia
hotel,55,Gardens Suites Hotel by Affinia
great,54,Gardens Suites Hotel by Affinia
room,397,NobleDEN Hotel
location,234,NobleDEN Hotel
staff,221,NobleDEN Hotel
great,219,NobleDEN Hotel
hotel,191,NobleDEN Hotel
room,1248,The Jane
staff,528,The Jane
location,517,The Jane
hotel,469,The Jane
great,461,The Jane
staff,7,AC Hotel by Marriott New York Times Square
room,6,AC Hotel by Marriott New York Times Square
floor,4,AC Hotel by Marriott New York Times Square
19,3,AC Hotel by Marriott New York Times Square
alarm,3,AC Hotel by Marriott New York Times Square
room,77,Mandarin Oriental New York
hotel,55,Mandarin Oriental New York
view,46,Mandarin Oriental New York
staff,38,Mandarin Oriental New York
location,36,Mandarin Oriental New York
apartment,17,2 Bedroom Apartment Hell's Kitchen
location,8,2 Bedroom Apartment Hell's Kitchen
toilet,7,2 Bedroom Apartment Hell's Kitchen
owner,6,2 Bedroom Apartment Hell's Kitchen
time,6,2 Bedroom Apartment Hell's Kitchen
room,2942,The Manhattan at Times Square
location,1957,The Manhattan at Times Square
hotel,1348,The Manhattan at Times Square
staff,1059,The Manhattan at Times Square
bed,681,The Manhattan at Times Square
room,232,The Maritime Hotel
location,156,The Maritime Hotel
great,142,The Maritime Hotel
hotel,138,The Maritime Hotel
staff,128,The Maritime Hotel
room,341,Hotel Metro
breakfast,295,Hotel Metro
location,289,Hotel Metro
hotel,266,Hotel Metro
staff,219,Hotel Metro
hotel,14,Four Seasons Hotel New York
room,12,Four Seasons Hotel New York
location,9,Four Seasons Hotel New York
usd,8,Four Seasons Hotel New York
staff,7,Four Seasons Hotel New York
room,265,The Premier Times Square by Millennium
location,185,The Premier Times Square by Millennium
breakfast,169,The Premier Times Square by Millennium
staff,137,The Premier Times Square by Millennium
hotel,135,The Premier Times Square by Millennium
apartment,11,NY Away - Hells Kitchen/ Times Square 2 Bedroom
view,7,NY Away - Hells Kitchen/ Times Square 2 Bedroom
location,6,NY Away - Hells Kitchen/ Times Square 2 Bedroom
would,6,NY Away - Hells Kitchen/ Times Square 2 Bedroom
amazing,5,NY Away - Hells Kitchen/ Times Square 2 Bedroom
location,488,Jazz on Columbus Circle Hostel
room,396,Jazz on Columbus Circle Hostel
staff,271,Jazz on Columbus Circle Hostel
hostel,245,Jazz on Columbus Circle Hostel
clean,216,Jazz on Columbus Circle Hostel
property,5,NY Away - Luxury Apartments in the Financial District
apartment,5,NY Away - Luxury Apartments in the Financial District
time,4,NY Away - Luxury Apartments in the Financial District
room,4,NY Away - Luxury Apartments in the Financial District
